"lakename","year4","daynum","sampledate","depth","tn_ug","tp_ug","temperature_C","dissolvedOxygen"
"Peter Lake",1992,204,1992-07-22,9,NA,NA,4.8,0.8
"Peter Lake",1992,204,1992-07-22,10,NA,NA,4.6,0.7
"Peter Lake",1992,204,1992-07-22,11,NA,NA,4.6,0.6
"Paul Lake",1992,205,1992-07-23,0,NA,NA,18.3,9.1
"Paul Lake",1992,205,1992-07-23,0.25,NA,NA,NA,NA
"Paul Lake",1992,205,1992-07-23,0.5,NA,NA,18.2,9
"Paul Lake",1992,205,1992-07-23,0.75,NA,NA,NA,NA
"Paul Lake",1992,205,1992-07-23,1,NA,NA,18.2,9
"Paul Lake",1992,205,1992-07-23,1.5,NA,NA,18.1,9
"Paul Lake",1992,205,1992-07-23,2,NA,NA,18,8.9
"Paul Lake",1992,205,1992-07-23,2.5,NA,NA,18,8.9
"Paul Lake",1992,205,1992-07-23,3,NA,NA,17.2,9.1
"Paul Lake",1992,205,1992-07-23,3.5,NA,NA,15,8
"Paul Lake",1992,205,1992-07-23,4,NA,NA,13.7,10.2
"Paul Lake",1992,205,1992-07-23,4.5,NA,NA,11.7,10.3
"Paul Lake",1992,205,1992-07-23,5,NA,NA,9.4,4.9
"Paul Lake",1992,205,1992-07-23,5.5,NA,NA,8.4,3
"Paul Lake",1992,205,1992-07-23,6,NA,NA,7.2,0.8
"Paul Lake",1992,205,1992-07-23,6.5,NA,NA,6.5,0.7
"Paul Lake",1992,205,1992-07-23,7,NA,NA,5.9,0.6
"Paul Lake",1992,205,1992-07-23,8,NA,NA,5.4,0.6
"Central Long Lake",1992,206,1992-07-24,0,NA,NA,19.6,8.5
"Central Long Lake",1992,206,1992-07-24,0.25,NA,NA,NA,NA
"Central Long Lake",1992,206,1992-07-24,0.5,NA,NA,19.4,8.2
"Central Long Lake",1992,206,1992-07-24,0.75,NA,NA,NA,NA
"Central Long Lake",1992,206,1992-07-24,1,NA,NA,19.1,8.2
"Central Long Lake",1992,206,1992-07-24,1.5,NA,NA,18.3,7.5
"Central Long Lake",1992,206,1992-07-24,2,NA,NA,17.8,6.8
"Central Long Lake",1992,206,1992-07-24,2.5,NA,NA,16,0.8
"Central Long Lake",1992,206,1992-07-24,3,NA,NA,14.6,0.4
"Central Long Lake",1992,206,1992-07-24,3.5,NA,NA,13.3,0.3
"Central Long Lake",1992,206,1992-07-24,4,NA,NA,12.1,0.3
"East Long Lake",1992,209,1992-07-27,0.5,NA,NA,20.3,9.1
"East Long Lake",1992,209,1992-07-27,0.75,NA,NA,NA,NA
"East Long Lake",1992,209,1992-07-27,1,NA,NA,20.2,9.1
"East Long Lake",1992,209,1992-07-27,1.5,NA,NA,19.4,8.8
"East Long Lake",1992,209,1992-07-27,2,NA,NA,17,7
"East Long Lake",1992,209,1992-07-27,2.5,NA,NA,14.2,3.5
"East Long Lake",1992,209,1992-07-27,3,NA,NA,12.3,0.5
"East Long Lake",1992,209,1992-07-27,3.5,NA,NA,9.7,0.3
"East Long Lake",1992,209,1992-07-27,4,NA,NA,8.2,0.3
"East Long Lake",1992,209,1992-07-27,4.5,NA,NA,7,0.3
"East Long Lake",1992,209,1992-07-27,5,NA,NA,6.4,0.3
"East Long Lake",1992,209,1992-07-27,5.5,NA,NA,5.7,0.3
"East Long Lake",1992,209,1992-07-27,6,NA,NA,5.4,0.3
"East Long Lake",1992,209,1992-07-27,6.5,NA,NA,5.1,0.3
"East Long Lake",1992,209,1992-07-27,7,NA,NA,5,0.3
"East Long Lake",1992,209,1992-07-27,8,NA,NA,4.8,0.3
"East Long Lake",1992,209,1992-07-27,9,NA,NA,4.7,0.3
"East Long Lake",1992,209,1992-07-27,10,NA,NA,4.6,0.3
"East Long Lake",1992,209,1992-07-27,11,NA,NA,4.5,0.3
"West Long Lake",1992,210,1992-07-28,0.25,NA,NA,NA,NA
"West Long Lake",1992,210,1992-07-28,0.5,NA,NA,20.8,9.4
"West Long Lake",1992,210,1992-07-28,0.75,NA,NA,NA,NA
"West Long Lake",1992,210,1992-07-28,1,NA,NA,20.8,9.1
"West Long Lake",1992,210,1992-07-28,1.5,NA,NA,20.9,9.5
"West Long Lake",1992,210,1992-07-28,2,NA,NA,19.4,9.9
"West Long Lake",1992,210,1992-07-28,2.5,NA,NA,18.6,10.6
"West Long Lake",1992,210,1992-07-28,3,NA,NA,18.3,10.3
"West Long Lake",1992,210,1992-07-28,3.5,NA,NA,15.4,9
"West Long Lake",1992,210,1992-07-28,4,NA,NA,14,5.7
"West Long Lake",1992,210,1992-07-28,4.5,NA,NA,12.1,1.9
"West Long Lake",1992,210,1992-07-28,5,NA,NA,9.1,0.6
"West Long Lake",1992,210,1992-07-28,5.5,NA,NA,8.4,0.5
"West Long Lake",1992,210,1992-07-28,6,NA,NA,7.2,0.5
"West Long Lake",1992,210,1992-07-28,6.5,NA,NA,6,0.5
"West Long Lake",1992,210,1992-07-28,7,NA,NA,5.7,0.5
"West Long Lake",1992,210,1992-07-28,8,NA,NA,5.6,0.5
"West Long Lake",1992,210,1992-07-28,9,NA,NA,5.5,0.5
"West Long Lake",1992,210,1992-07-28,10,NA,NA,5.5,0.5
"West Long Lake",1992,210,1992-07-28,11,NA,NA,5.4,0.5
"Peter Lake",1992,211,1992-07-29,0.25,NA,NA,NA,NA
"Peter Lake",1992,211,1992-07-29,0.5,NA,NA,20.5,9.4
"Peter Lake",1992,211,1992-07-29,0.75,NA,NA,NA,NA
"Peter Lake",1992,211,1992-07-29,1,NA,NA,20.4,9.3
"Peter Lake",1992,211,1992-07-29,1.5,NA,NA,20.4,9.2
"Peter Lake",1992,211,1992-07-29,2,NA,NA,20.3,9.2
"Peter Lake",1992,211,1992-07-29,2.5,NA,NA,20.1,9.6
"Peter Lake",1992,211,1992-07-29,3,NA,NA,18.9,9.9
"Peter Lake",1992,211,1992-07-29,3.5,NA,NA,16.7,10.6
"Peter Lake",1992,211,1992-07-29,4,NA,NA,14.9,11.6
"Peter Lake",1992,211,1992-07-29,4.5,NA,NA,12.5,12.2
"Peter Lake",1992,211,1992-07-29,5,NA,NA,10.5,13.2
"Peter Lake",1992,211,1992-07-29,5.5,NA,NA,9,13.3
"Peter Lake",1992,211,1992-07-29,6,NA,NA,7.8,12.9
"Peter Lake",1992,211,1992-07-29,7,NA,NA,6.2,1.9
"Peter Lake",1992,211,1992-07-29,8,NA,NA,5.4,0.7
"Peter Lake",1992,211,1992-07-29,9,NA,NA,4.9,0.5
"Peter Lake",1992,211,1992-07-29,10,NA,NA,4.7,0.4
"Peter Lake",1992,211,1992-07-29,11,NA,NA,4.6,0.4
"Paul Lake",1992,212,1992-07-30,0,NA,NA,20.6,9
"Paul Lake",1992,212,1992-07-30,0.25,NA,NA,NA,NA
"Paul Lake",1992,212,1992-07-30,0.5,NA,NA,20.5,8.9
"Paul Lake",1992,212,1992-07-30,0.75,NA,NA,NA,NA
"Paul Lake",1992,212,1992-07-30,1,NA,NA,20.4,8.9
"Paul Lake",1992,212,1992-07-30,1.5,NA,NA,20.4,8.9
"Paul Lake",1992,212,1992-07-30,2,NA,NA,20.3,8.9
"Paul Lake",1992,212,1992-07-30,2.5,NA,NA,20.2,8.8
"Paul Lake",1992,212,1992-07-30,3,NA,NA,18.1,9.9
"Paul Lake",1992,212,1992-07-30,3.5,NA,NA,16.2,9.1
"Paul Lake",1992,212,1992-07-30,4,NA,NA,13.4,9.6
"Paul Lake",1992,212,1992-07-30,4.5,NA,NA,12.1,9.1
"Paul Lake",1992,212,1992-07-30,5,NA,NA,10.4,6.6
"Paul Lake",1992,212,1992-07-30,5.5,NA,NA,8.5,2.5
"Paul Lake",1992,212,1992-07-30,6,NA,NA,7.6,1.1
"Paul Lake",1992,212,1992-07-30,6.5,NA,NA,6.7,0.6
"Paul Lake",1992,212,1992-07-30,7,NA,NA,6,0.5
"Paul Lake",1992,212,1992-07-30,8,NA,NA,5.4,0.4
"Paul Lake",1992,212,1992-07-30,9,NA,NA,5.2,0.4
"Central Long Lake",1992,213,1992-07-31,0,NA,NA,20.3,8.5
"Central Long Lake",1992,213,1992-07-31,0.25,NA,NA,NA,NA
"Central Long Lake",1992,213,1992-07-31,0.5,NA,NA,20.3,8.2
"Central Long Lake",1992,213,1992-07-31,0.75,NA,NA,NA,NA
"Central Long Lake",1992,213,1992-07-31,1,NA,NA,20.1,8.2
"Central Long Lake",1992,213,1992-07-31,1.5,NA,NA,20,8.1
"Central Long Lake",1992,213,1992-07-31,2,NA,NA,19.4,6.4
"Central Long Lake",1992,213,1992-07-31,2.5,NA,NA,17.1,0.4
"Central Long Lake",1992,213,1992-07-31,3,NA,NA,15.3,0.3
"Central Long Lake",1992,213,1992-07-31,3.5,NA,NA,13.5,0.3
"Central Long Lake",1992,213,1992-07-31,4,NA,NA,12.2,0.3
"East Long Lake",1992,216,1992-08-03,0.25,NA,NA,NA,NA
"East Long Lake",1992,216,1992-08-03,0.5,NA,NA,20.5,8.9
