"lakename","year4","daynum","sampledate","depth","tn_ug","tp_ug","temperature_C","dissolvedOxygen"
"Paul Lake",2005,179,2005-06-28,0.5,NA,NA,24.8,6.7
"Paul Lake",2005,179,2005-06-28,0.75,NA,NA,NA,NA
"Paul Lake",2005,179,2005-06-28,1,NA,NA,24.6,6.8
"Paul Lake",2005,179,2005-06-28,1.5,NA,NA,24.5,6.7
"Paul Lake",2005,179,2005-06-28,2,NA,NA,24.2,6.9
"Paul Lake",2005,179,2005-06-28,2.5,NA,NA,21.3,8.7
"Paul Lake",2005,179,2005-06-28,3,NA,NA,17.5,9.3
"Paul Lake",2005,179,2005-06-28,3.5,NA,NA,14.7,10.5
"Paul Lake",2005,179,2005-06-28,4,NA,NA,12.6,11.6
"Paul Lake",2005,179,2005-06-28,4.5,NA,NA,10.5,12
"Paul Lake",2005,179,2005-06-28,5,NA,NA,8.8,12.2
"Paul Lake",2005,179,2005-06-28,5.5,NA,NA,7.8,10.6
"Paul Lake",2005,179,2005-06-28,6,NA,NA,6.9,7.5
"Paul Lake",2005,179,2005-06-28,6.5,NA,NA,6.4,0.5
"Paul Lake",2005,179,2005-06-28,7,NA,NA,6,0.3
"Paul Lake",2005,179,2005-06-28,8,NA,NA,5.4,0.2
"Paul Lake",2005,179,2005-06-28,9,NA,NA,5.2,0.2
"Paul Lake",2005,179,2005-06-28,10,NA,NA,5.1,0.2
"Paul Lake",2005,179,2005-06-28,11,NA,NA,5.1,0.2
"Paul Lake",2005,179,2005-06-28,12,NA,NA,5.1,0.1
"Peter Lake",2005,179,2005-06-28,0,NA,NA,24.4,7.6
"Peter Lake",2005,179,2005-06-28,0.25,NA,NA,NA,NA
"Peter Lake",2005,179,2005-06-28,0.5,NA,NA,24.4,7.5
"Peter Lake",2005,179,2005-06-28,0.75,NA,NA,NA,NA
"Peter Lake",2005,179,2005-06-28,1,NA,NA,24.3,7.4
"Peter Lake",2005,179,2005-06-28,1.5,NA,NA,24.2,7.3
"Peter Lake",2005,179,2005-06-28,2,NA,NA,24.2,7.3
"Peter Lake",2005,179,2005-06-28,2.5,NA,NA,22.5,9.1
"Peter Lake",2005,179,2005-06-28,3,NA,NA,18.1,11.2
"Peter Lake",2005,179,2005-06-28,3.5,NA,NA,15.1,12.3
"Peter Lake",2005,179,2005-06-28,4,NA,NA,12.6,12.6
"Peter Lake",2005,179,2005-06-28,4.5,NA,NA,10.6,12.1
"Peter Lake",2005,179,2005-06-28,5,NA,NA,9.1,13.5
"Peter Lake",2005,179,2005-06-28,5.5,NA,NA,7.2,5.6
"Peter Lake",2005,179,2005-06-28,6,NA,NA,6.5,1.3
"Peter Lake",2005,179,2005-06-28,6.5,NA,NA,5.8,0.4
"Peter Lake",2005,179,2005-06-28,7,NA,NA,5.3,0.3
"Peter Lake",2005,179,2005-06-28,8,NA,NA,5,0.3
"Peter Lake",2005,179,2005-06-28,9,NA,NA,4.7,0.2
"Peter Lake",2005,179,2005-06-28,10,NA,NA,4.5,0.2
"Peter Lake",2005,179,2005-06-28,11,NA,NA,4.5,0.2
"Peter Lake",2005,179,2005-06-28,12,NA,NA,4.5,0.2
"Paul Lake",2005,185,2005-07-04,0,NA,NA,23.1,7.6
"Paul Lake",2005,185,2005-07-04,0.25,NA,NA,NA,NA
"Paul Lake",2005,185,2005-07-04,0.5,NA,NA,23,7.6
"Paul Lake",2005,185,2005-07-04,0.75,NA,NA,NA,NA
"Paul Lake",2005,185,2005-07-04,1,NA,NA,22.6,7.8
"Paul Lake",2005,185,2005-07-04,1.5,NA,NA,22.5,7.7
"Paul Lake",2005,185,2005-07-04,2,NA,NA,22.4,7.3
"Paul Lake",2005,185,2005-07-04,2.5,NA,NA,22,7.9
"Paul Lake",2005,185,2005-07-04,3,NA,NA,18.9,9
"Paul Lake",2005,185,2005-07-04,3.5,NA,NA,15.5,9.8
"Paul Lake",2005,185,2005-07-04,4,NA,NA,12.6,10.3
"Paul Lake",2005,185,2005-07-04,4.5,NA,NA,10.8,11.4
"Paul Lake",2005,185,2005-07-04,5,NA,NA,9.1,12.2
"Paul Lake",2005,185,2005-07-04,5.5,NA,NA,8,12
"Paul Lake",2005,185,2005-07-04,6,NA,NA,6.9,3.5
"Paul Lake",2005,185,2005-07-04,6.5,NA,NA,6.6,0.5
"Paul Lake",2005,185,2005-07-04,7,NA,NA,6.3,0.3
"Paul Lake",2005,185,2005-07-04,8,NA,NA,5.6,0.2
"Paul Lake",2005,185,2005-07-04,9,NA,NA,5.3,0.2
"Paul Lake",2005,185,2005-07-04,10,NA,NA,5.2,0.2
"Paul Lake",2005,185,2005-07-04,11,NA,NA,5.2,0.2
"Paul Lake",2005,185,2005-07-04,12,NA,NA,5.2,0.2
"Peter Lake",2005,185,2005-07-04,0,NA,NA,22.7,8.1
"Peter Lake",2005,185,2005-07-04,0.25,NA,NA,NA,NA
"Peter Lake",2005,185,2005-07-04,0.5,NA,NA,22.5,8.2
"Peter Lake",2005,185,2005-07-04,0.75,NA,NA,NA,NA
"Peter Lake",2005,185,2005-07-04,1,NA,NA,22.3,8.1
"Peter Lake",2005,185,2005-07-04,1.5,NA,NA,22.3,8
"Peter Lake",2005,185,2005-07-04,2,NA,NA,22.3,8
"Peter Lake",2005,185,2005-07-04,2.5,NA,NA,22.2,8
"Peter Lake",2005,185,2005-07-04,3,NA,NA,19.2,10.9
"Peter Lake",2005,185,2005-07-04,3.5,NA,NA,16,11.9
"Peter Lake",2005,185,2005-07-04,4,NA,NA,13.8,11.9
"Peter Lake",2005,185,2005-07-04,4.5,NA,NA,10.7,12
"Peter Lake",2005,185,2005-07-04,5,NA,NA,9.2,8.5
"Peter Lake",2005,185,2005-07-04,5.5,NA,NA,7.8,6.5
"Peter Lake",2005,185,2005-07-04,6,NA,NA,6.8,0.6
"Peter Lake",2005,185,2005-07-04,6.5,NA,NA,6.1,0.4
"Peter Lake",2005,185,2005-07-04,7,NA,NA,5.5,0.2
"Peter Lake",2005,185,2005-07-04,8,NA,NA,5,0.2
"Peter Lake",2005,185,2005-07-04,9,NA,NA,4.8,0.2
"Peter Lake",2005,185,2005-07-04,10,NA,NA,4.6,0.2
"Peter Lake",2005,185,2005-07-04,11,NA,NA,4.5,0.2
"Peter Lake",2005,185,2005-07-04,12,NA,NA,4.5,0.2
"Crampton Lake",2005,186,2005-07-05,0,NA,NA,22.3,7.7
"Crampton Lake",2005,186,2005-07-05,0.25,NA,NA,NA,NA
"Crampton Lake",2005,186,2005-07-05,0.5,NA,NA,22.3,7.7
"Crampton Lake",2005,186,2005-07-05,0.75,NA,NA,NA,NA
"Crampton Lake",2005,186,2005-07-05,1,NA,NA,22.4,7.8
"Crampton Lake",2005,186,2005-07-05,1.5,NA,NA,22.4,7.7
"Crampton Lake",2005,186,2005-07-05,2,NA,NA,22.4,7.7
"Crampton Lake",2005,186,2005-07-05,2.5,NA,NA,22.4,7.8
"Crampton Lake",2005,186,2005-07-05,3,NA,NA,22.4,7.7
"Crampton Lake",2005,186,2005-07-05,3.5,NA,NA,22.3,7.6
"Crampton Lake",2005,186,2005-07-05,4,NA,NA,22.3,7.6
"Crampton Lake",2005,186,2005-07-05,4.5,NA,NA,21.5,7.8
"Crampton Lake",2005,186,2005-07-05,5,NA,NA,17.9,10.2
"Crampton Lake",2005,186,2005-07-05,5.5,NA,NA,15.3,10.4
"Crampton Lake",2005,186,2005-07-05,6,NA,NA,13.5,10.1
"Crampton Lake",2005,186,2005-07-05,6.5,NA,NA,12.3,9.8
"Crampton Lake",2005,186,2005-07-05,7,NA,NA,10.8,9.7
"Crampton Lake",2005,186,2005-07-05,7.5,NA,NA,NA,NA
"Crampton Lake",2005,186,2005-07-05,8,NA,NA,8.8,8.3
"Crampton Lake",2005,186,2005-07-05,8.5,NA,NA,NA,NA
"Crampton Lake",2005,186,2005-07-05,9,NA,NA,7.4,3.4
"Crampton Lake",2005,186,2005-07-05,10,NA,NA,6,0.4
"Crampton Lake",2005,186,2005-07-05,11,NA,NA,5.8,0.2
"Crampton Lake",2005,186,2005-07-05,12,NA,NA,5.7,0.2
"Crampton Lake",2005,192,2005-07-11,0,NA,NA,25.7,7.9
"Crampton Lake",2005,192,2005-07-11,0.25,NA,NA,NA,NA
"Crampton Lake",2005,192,2005-07-11,0.5,NA,NA,25.7,7.9
"Crampton Lake",2005,192,2005-07-11,0.75,NA,NA,NA,NA
"Crampton Lake",2005,192,2005-07-11,1,NA,NA,25.4,7.8
"Crampton Lake",2005,192,2005-07-11,1.5,NA,NA,25.4,7.8
"Crampton Lake",2005,192,2005-07-11,2,NA,NA,25.3,7.8
"Crampton Lake",2005,192,2005-07-11,2.5,NA,NA,24.2,8.2
"Crampton Lake",2005,192,2005-07-11,3,NA,NA,23.5,8.3
"Crampton Lake",2005,192,2005-07-11,3.5,NA,NA,22.9,8.4
"Crampton Lake",2005,192,2005-07-11,4,NA,NA,22.5,8.3
"Crampton Lake",2005,192,2005-07-11,4.5,NA,NA,21.4,8.4
"Crampton Lake",2005,192,2005-07-11,5,NA,NA,19.5,10
"Crampton Lake",2005,192,2005-07-11,5.5,NA,NA,16.5,10.5
"Crampton Lake",2005,192,2005-07-11,6,NA,NA,14.6,10.3
"Crampton Lake",2005,192,2005-07-11,6.5,NA,NA,12.9,9.7
"Crampton Lake",2005,192,2005-07-11,7,NA,NA,11.4,9.7
"Crampton Lake",2005,192,2005-07-11,7.5,NA,NA,NA,NA
"Crampton Lake",2005,192,2005-07-11,8,NA,NA,9,8
"Crampton Lake",2005,192,2005-07-11,8.5,NA,NA,NA,NA
"Crampton Lake",2005,192,2005-07-11,9,NA,NA,7.5,4.5
"Crampton Lake",2005,192,2005-07-11,10,NA,NA,6.5,2.2
"Crampton Lake",2005,192,2005-07-11,11,NA,NA,6,0.3
"Crampton Lake",2005,192,2005-07-11,12,NA,NA,5.7,0.2
"Crampton Lake",2005,192,2005-07-11,13,NA,NA,5.6,0.2
"Paul Lake",2005,193,2005-07-12,0,NA,NA,27.7,6.9
"Paul Lake",2005,193,2005-07-12,0.25,NA,NA,NA,NA
"Paul Lake",2005,193,2005-07-12,0.5,NA,NA,27.1,6.6
"Paul Lake",2005,193,2005-07-12,0.75,NA,NA,NA,NA
"Paul Lake",2005,193,2005-07-12,1,NA,NA,26.7,6.5
"Paul Lake",2005,193,2005-07-12,1.5,NA,NA,25.9,6.7
"Paul Lake",2005,193,2005-07-12,2,NA,NA,24.4,7.8
"Paul Lake",2005,193,2005-07-12,2.5,NA,NA,22.9,7.4
"Paul Lake",2005,193,2005-07-12,3,NA,NA,19.7,9.7
"Paul Lake",2005,193,2005-07-12,3.5,NA,NA,17.3,9.6
"Paul Lake",2005,193,2005-07-12,4,NA,NA,14,10.3
"Paul Lake",2005,193,2005-07-12,4.5,NA,NA,11.2,12.2
"Paul Lake",2005,193,2005-07-12,5,NA,NA,9.6,12.7
"Paul Lake",2005,193,2005-07-12,5.5,NA,NA,8.1,12.7
"Paul Lake",2005,193,2005-07-12,6,NA,NA,7.2,2.3
"Paul Lake",2005,193,2005-07-12,6.5,NA,NA,6.8,0.4
"Paul Lake",2005,193,2005-07-12,7,NA,NA,6.4,0.3
"Paul Lake",2005,193,2005-07-12,8,NA,NA,5.7,0.2
"Paul Lake",2005,193,2005-07-12,9,NA,NA,5.3,0.2
"Paul Lake",2005,193,2005-07-12,10,NA,NA,5.2,0.2
"Paul Lake",2005,193,2005-07-12,11,NA,NA,5.2,0.2
"Paul Lake",2005,193,2005-07-12,12,NA,NA,5.2,0.1
"Peter Lake",2005,193,2005-07-12,0,NA,NA,26.9,8
"Peter Lake",2005,193,2005-07-12,0.25,NA,NA,NA,NA
"Peter Lake",2005,193,2005-07-12,0.5,NA,NA,26.7,8
"Peter Lake",2005,193,2005-07-12,0.75,NA,NA,NA,NA
"Peter Lake",2005,193,2005-07-12,1,NA,NA,26.5,7.9
"Peter Lake",2005,193,2005-07-12,1.5,NA,NA,26.1,7.8
"Peter Lake",2005,193,2005-07-12,2,NA,NA,24.4,8.9
"Peter Lake",2005,193,2005-07-12,2.5,NA,NA,23.2,8.9
"Peter Lake",2005,193,2005-07-12,3,NA,NA,20.9,11
"Peter Lake",2005,193,2005-07-12,3.5,NA,NA,17.1,12.2
"Peter Lake",2005,193,2005-07-12,4,NA,NA,14.1,12.7
"Peter Lake",2005,193,2005-07-12,4.5,NA,NA,11.7,12.8
"Peter Lake",2005,193,2005-07-12,5,NA,NA,9.7,11.5
"Peter Lake",2005,193,2005-07-12,5.5,NA,NA,8.1,7
"Peter Lake",2005,193,2005-07-12,6,NA,NA,7.1,0.8
"Peter Lake",2005,193,2005-07-12,6.5,NA,NA,6.1,0.7
"Peter Lake",2005,193,2005-07-12,7,NA,NA,5.5,0.3
"Peter Lake",2005,193,2005-07-12,8,NA,NA,5,0.2
"Peter Lake",2005,193,2005-07-12,9,NA,NA,4.7,0.2
"Peter Lake",2005,193,2005-07-12,10,NA,NA,4.6,0.2
"Peter Lake",2005,193,2005-07-12,11,NA,NA,4.5,0.2
"Peter Lake",2005,193,2005-07-12,12,NA,NA,4.5,0.2
"Crampton Lake",2005,199,2005-07-18,0,NA,NA,27.5,7.4
"Crampton Lake",2005,199,2005-07-18,0.25,NA,NA,NA,NA
"Crampton Lake",2005,199,2005-07-18,0.5,NA,NA,27.5,7.4
"Crampton Lake",2005,199,2005-07-18,0.75,NA,NA,NA,NA
"Crampton Lake",2005,199,2005-07-18,1,NA,NA,27.5,7.3
"Crampton Lake",2005,199,2005-07-18,1.5,NA,NA,27.4,7.4
"Crampton Lake",2005,199,2005-07-18,2,NA,NA,27.4,7.3
"Crampton Lake",2005,199,2005-07-18,2.5,NA,NA,27.4,7.4
"Crampton Lake",2005,199,2005-07-18,3,NA,NA,26,8.2
"Crampton Lake",2005,199,2005-07-18,3.5,NA,NA,24.8,8.3
"Crampton Lake",2005,199,2005-07-18,4,NA,NA,23.7,8.2
"Crampton Lake",2005,199,2005-07-18,4.5,NA,NA,22.5,8.6
"Crampton Lake",2005,199,2005-07-18,5,NA,NA,19.8,10.1
"Crampton Lake",2005,199,2005-07-18,5.5,NA,NA,17.1,10.4
"Crampton Lake",2005,199,2005-07-18,6,NA,NA,15.3,9.9
"Crampton Lake",2005,199,2005-07-18,6.5,NA,NA,13.5,9.1
"Crampton Lake",2005,199,2005-07-18,7,NA,NA,12,9.2
"Crampton Lake",2005,199,2005-07-18,7.5,NA,NA,NA,NA
"Crampton Lake",2005,199,2005-07-18,8,NA,NA,9,7.7
"Crampton Lake",2005,199,2005-07-18,8.5,NA,NA,NA,NA
"Crampton Lake",2005,199,2005-07-18,9,NA,NA,7.7,4.5
"Crampton Lake",2005,199,2005-07-18,10,NA,NA,6.6,1.6
"Crampton Lake",2005,199,2005-07-18,11,NA,NA,6.1,0.3
"Crampton Lake",2005,199,2005-07-18,12,NA,NA,5.7,0.2
"Crampton Lake",2005,199,2005-07-18,13,NA,NA,5.7,0.2
"Paul Lake",2005,200,2005-07-19,0,NA,NA,26,6.4
"Paul Lake",2005,200,2005-07-19,0.25,NA,NA,NA,NA
"Paul Lake",2005,200,2005-07-19,0.5,NA,NA,25.9,6.3
"Paul Lake",2005,200,2005-07-19,0.75,NA,NA,NA,NA
"Paul Lake",2005,200,2005-07-19,1,NA,NA,25.8,6.3
"Paul Lake",2005,200,2005-07-19,1.5,NA,NA,25.8,6.4
"Paul Lake",2005,200,2005-07-19,2,NA,NA,25.6,6.4
"Paul Lake",2005,200,2005-07-19,2.5,NA,NA,24.2,6.9
"Paul Lake",2005,200,2005-07-19,3,NA,NA,20.5,8.8
"Paul Lake",2005,200,2005-07-19,3.5,NA,NA,17.9,8.5
"Paul Lake",2005,200,2005-07-19,4,NA,NA,14.4,9.3
"Paul Lake",2005,200,2005-07-19,4.5,NA,NA,11.8,10.8
"Paul Lake",2005,200,2005-07-19,5,NA,NA,9.9,10.6
"Paul Lake",2005,200,2005-07-19,5.5,NA,NA,8.5,9.2
"Paul Lake",2005,200,2005-07-19,6,NA,NA,7.4,2.3
"Paul Lake",2005,200,2005-07-19,6.5,NA,NA,7,0.9
"Paul Lake",2005,200,2005-07-19,7,NA,NA,6.6,0.4
"Paul Lake",2005,200,2005-07-19,8,NA,NA,5.8,0.3
"Paul Lake",2005,200,2005-07-19,9,NA,NA,5.5,0.2
"Paul Lake",2005,200,2005-07-19,10,NA,NA,5.3,0.2
"Paul Lake",2005,200,2005-07-19,11,NA,NA,5.2,0.2
"Paul Lake",2005,200,2005-07-19,12,NA,NA,5.3,0.2
"Peter Lake",2005,200,2005-07-19,0,NA,NA,25.8,7.4
"Peter Lake",2005,200,2005-07-19,0.25,NA,NA,NA,NA
"Peter Lake",2005,200,2005-07-19,0.5,NA,NA,25.8,7.3
"Peter Lake",2005,200,2005-07-19,0.75,NA,NA,NA,NA
"Peter Lake",2005,200,2005-07-19,1,NA,NA,25.8,7.3
"Peter Lake",2005,200,2005-07-19,1.5,NA,NA,25.8,7.3
"Peter Lake",2005,200,2005-07-19,2,NA,NA,25.7,7.2
"Peter Lake",2005,200,2005-07-19,2.5,NA,NA,25.2,7.7
"Peter Lake",2005,200,2005-07-19,3,NA,NA,21.7,10.3
"Peter Lake",2005,200,2005-07-19,3.5,NA,NA,17.7,11
"Peter Lake",2005,200,2005-07-19,4,NA,NA,14.7,11.5
"Peter Lake",2005,200,2005-07-19,4.5,NA,NA,11.9,11.7
"Peter Lake",2005,200,2005-07-19,5,NA,NA,10.3,8.5
"Peter Lake",2005,200,2005-07-19,5.5,NA,NA,8.2,1.7
"Peter Lake",2005,200,2005-07-19,6,NA,NA,7.2,0.8
"Peter Lake",2005,200,2005-07-19,6.5,NA,NA,5.9,0.4
"Peter Lake",2005,200,2005-07-19,7,NA,NA,5.6,0.2
"Peter Lake",2005,200,2005-07-19,8,NA,NA,5.1,0.2
"Peter Lake",2005,200,2005-07-19,9,NA,NA,4.7,0.2
"Peter Lake",2005,200,2005-07-19,10,NA,NA,4.6,0.2
"Peter Lake",2005,200,2005-07-19,11,NA,NA,4.5,0.2
"Peter Lake",2005,200,2005-07-19,12,NA,NA,4.5,0.2
"Crampton Lake",2005,206,2005-07-25,0,NA,NA,25.3,7.6
"Crampton Lake",2005,206,2005-07-25,0.25,NA,NA,NA,NA
"Crampton Lake",2005,206,2005-07-25,0.5,NA,NA,25.1,7.6
"Crampton Lake",2005,206,2005-07-25,0.75,NA,NA,NA,NA
"Crampton Lake",2005,206,2005-07-25,1,NA,NA,25,7.7
"Crampton Lake",2005,206,2005-07-25,1.5,NA,NA,24.9,7.7
"Crampton Lake",2005,206,2005-07-25,2,NA,NA,24.9,7.6
"Crampton Lake",2005,206,2005-07-25,2.5,NA,NA,24.9,7.6
"Crampton Lake",2005,206,2005-07-25,3,NA,NA,24.8,7.5
"Crampton Lake",2005,206,2005-07-25,3.5,NA,NA,24.8,7.4
"Crampton Lake",2005,206,2005-07-25,4,NA,NA,24.7,7.3
"Crampton Lake",2005,206,2005-07-25,4.5,NA,NA,24.5,7.4
"Crampton Lake",2005,206,2005-07-25,5,NA,NA,21.3,9.4
"Crampton Lake",2005,206,2005-07-25,5.5,NA,NA,18.8,9.6
"Crampton Lake",2005,206,2005-07-25,6,NA,NA,16.7,9.5
"Crampton Lake",2005,206,2005-07-25,6.5,NA,NA,14.4,8.3
"Crampton Lake",2005,206,2005-07-25,7,NA,NA,12.3,8.6
"Crampton Lake",2005,206,2005-07-25,7.5,NA,NA,NA,NA
"Crampton Lake",2005,206,2005-07-25,8,NA,NA,9.9,7.4
"Crampton Lake",2005,206,2005-07-25,8.5,NA,NA,NA,NA
"Crampton Lake",2005,206,2005-07-25,9,NA,NA,7.9,4.4
"Crampton Lake",2005,206,2005-07-25,10,NA,NA,6.8,1.7
"Crampton Lake",2005,206,2005-07-25,11,NA,NA,6.1,0.4
"Crampton Lake",2005,206,2005-07-25,12,NA,NA,5.8,0.2
"Crampton Lake",2005,206,2005-07-25,13,NA,NA,5.7,0.2
"Paul Lake",2005,207,2005-07-26,0,NA,NA,23.8,6.7
"Paul Lake",2005,207,2005-07-26,0.25,NA,NA,NA,NA
"Paul Lake",2005,207,2005-07-26,0.5,NA,NA,23.9,6.7
"Paul Lake",2005,207,2005-07-26,0.75,NA,NA,NA,NA
"Paul Lake",2005,207,2005-07-26,1,NA,NA,23.9,6.7
"Paul Lake",2005,207,2005-07-26,1.5,NA,NA,23.9,6.6
"Paul Lake",2005,207,2005-07-26,2,NA,NA,23.9,6.7
"Paul Lake",2005,207,2005-07-26,2.5,NA,NA,23.8,6.7
"Paul Lake",2005,207,2005-07-26,3,NA,NA,22.4,6.6
"Paul Lake",2005,207,2005-07-26,3.5,NA,NA,18.5,6.9
"Paul Lake",2005,207,2005-07-26,4,NA,NA,15.9,8.2
"Paul Lake",2005,207,2005-07-26,4.5,NA,NA,12.4,9.3
"Paul Lake",2005,207,2005-07-26,5,NA,NA,10.5,10.1
"Paul Lake",2005,207,2005-07-26,5.5,NA,NA,9.2,10.3
"Paul Lake",2005,207,2005-07-26,6,NA,NA,7.8,3.6
"Paul Lake",2005,207,2005-07-26,6.5,NA,NA,7.4,0.4
"Paul Lake",2005,207,2005-07-26,7,NA,NA,6.6,0.3
"Paul Lake",2005,207,2005-07-26,8,NA,NA,6,0.3
"Paul Lake",2005,207,2005-07-26,9,NA,NA,5.5,0.2
"Paul Lake",2005,207,2005-07-26,10,NA,NA,5.3,0.2
"Paul Lake",2005,207,2005-07-26,11,NA,NA,5.2,0.2
"Paul Lake",2005,207,2005-07-26,12,NA,NA,5.3,0.2
"Peter Lake",2005,207,2005-07-26,0,NA,NA,24.2,7.2
"Peter Lake",2005,207,2005-07-26,0.25,NA,NA,NA,NA
"Peter Lake",2005,207,2005-07-26,0.5,NA,NA,24.2,7.3
"Peter Lake",2005,207,2005-07-26,0.75,NA,NA,NA,NA
"Peter Lake",2005,207,2005-07-26,1,NA,NA,24.2,7.3
"Peter Lake",2005,207,2005-07-26,1.5,NA,NA,24.2,7.2
"Peter Lake",2005,207,2005-07-26,2,NA,NA,24.2,7.2
"Peter Lake",2005,207,2005-07-26,2.5,NA,NA,24.2,7.2
"Peter Lake",2005,207,2005-07-26,3,NA,NA,23.5,7.6
"Peter Lake",2005,207,2005-07-26,3.5,NA,NA,19.8,11
"Peter Lake",2005,207,2005-07-26,4,NA,NA,16.4,11.2
"Peter Lake",2005,207,2005-07-26,4.5,NA,NA,12.8,11
"Peter Lake",2005,207,2005-07-26,5,NA,NA,10.6,8.6
"Peter Lake",2005,207,2005-07-26,5.5,NA,NA,8.8,2.9
"Peter Lake",2005,207,2005-07-26,6,NA,NA,7.7,0.5
"Peter Lake",2005,207,2005-07-26,6.5,NA,NA,6.7,0.4
"Peter Lake",2005,207,2005-07-26,7,NA,NA,5.9,0.2
"Peter Lake",2005,207,2005-07-26,8,NA,NA,5.2,0.2
"Peter Lake",2005,207,2005-07-26,9,NA,NA,4.8,0.2
"Peter Lake",2005,207,2005-07-26,10,NA,NA,4.6,0.2
"Peter Lake",2005,207,2005-07-26,11,NA,NA,4.6,0.2
"Peter Lake",2005,207,2005-07-26,12,NA,NA,4.6,0.2
"Crampton Lake",2005,213,2005-08-01,0,NA,NA,24.5,7.8
"Crampton Lake",2005,213,2005-08-01,0.25,NA,NA,NA,NA
"Crampton Lake",2005,213,2005-08-01,0.5,NA,NA,24.3,7.8
"Crampton Lake",2005,213,2005-08-01,0.75,NA,NA,NA,NA
"Crampton Lake",2005,213,2005-08-01,1,NA,NA,24.1,7.9
"Crampton Lake",2005,213,2005-08-01,1.5,NA,NA,24,7.8
"Crampton Lake",2005,213,2005-08-01,2,NA,NA,23.9,7.8
"Crampton Lake",2005,213,2005-08-01,2.5,NA,NA,23.7,7.9
"Crampton Lake",2005,213,2005-08-01,3,NA,NA,23.5,7.7
"Crampton Lake",2005,213,2005-08-01,3.5,NA,NA,23.4,7.7
"Crampton Lake",2005,213,2005-08-01,4,NA,NA,23.2,7.7
"Crampton Lake",2005,213,2005-08-01,4.5,NA,NA,22.8,7.6
"Crampton Lake",2005,213,2005-08-01,5,NA,NA,22,8.4
"Crampton Lake",2005,213,2005-08-01,5.5,NA,NA,19.2,8.6
"Crampton Lake",2005,213,2005-08-01,6,NA,NA,17,8.2
"Crampton Lake",2005,213,2005-08-01,6.5,NA,NA,14.3,6.8
"Crampton Lake",2005,213,2005-08-01,7,NA,NA,13,7.6
"Crampton Lake",2005,213,2005-08-01,7.5,NA,NA,NA,NA
"Crampton Lake",2005,213,2005-08-01,8,NA,NA,9.9,6.4
"Crampton Lake",2005,213,2005-08-01,8.5,NA,NA,NA,NA
"Crampton Lake",2005,213,2005-08-01,9,NA,NA,7.9,3.6
"Crampton Lake",2005,213,2005-08-01,10,NA,NA,6.8,0.4
"Crampton Lake",2005,213,2005-08-01,11,NA,NA,6.2,0.3
"Crampton Lake",2005,213,2005-08-01,12,NA,NA,5.9,0.2
"Crampton Lake",2005,213,2005-08-01,13,NA,NA,5.7,0.2
"Crampton Lake",2005,213,2005-08-01,14,NA,NA,5.7,0.2
"Paul Lake",2005,214,2005-08-02,0,NA,NA,25.3,7.2
"Paul Lake",2005,214,2005-08-02,0.25,NA,NA,NA,NA
"Paul Lake",2005,214,2005-08-02,0.5,NA,NA,25.4,7.1
"Paul Lake",2005,214,2005-08-02,0.75,NA,NA,NA,NA
"Paul Lake",2005,214,2005-08-02,1,NA,NA,25.1,7.5
"Paul Lake",2005,214,2005-08-02,1.5,NA,NA,23.9,8.1
"Paul Lake",2005,214,2005-08-02,2,NA,NA,23,7.8
"Paul Lake",2005,214,2005-08-02,2.5,NA,NA,22.5,7.7
"Paul Lake",2005,214,2005-08-02,3,NA,NA,21.5,7.3
"Paul Lake",2005,214,2005-08-02,3.5,NA,NA,19.6,6.6
"Paul Lake",2005,214,2005-08-02,4,NA,NA,16.3,5.9
"Paul Lake",2005,214,2005-08-02,4.5,NA,NA,12.9,7.9
"Paul Lake",2005,214,2005-08-02,5,NA,NA,11.1,8.2
"Paul Lake",2005,214,2005-08-02,5.5,NA,NA,9,6.6
"Paul Lake",2005,214,2005-08-02,6,NA,NA,8.1,0.8
"Paul Lake",2005,214,2005-08-02,6.5,NA,NA,7.3,0.4
"Paul Lake",2005,214,2005-08-02,7,NA,NA,6.5,0.3
"Paul Lake",2005,214,2005-08-02,8,NA,NA,5.9,0.2
"Paul Lake",2005,214,2005-08-02,9,NA,NA,5.5,0.2
"Paul Lake",2005,214,2005-08-02,10,NA,NA,5.3,0.2
"Paul Lake",2005,214,2005-08-02,11,NA,NA,5.4,0.1
"Paul Lake",2005,214,2005-08-02,12,NA,NA,5.5,0.1
"Peter Lake",2005,214,2005-08-02,0,NA,NA,25.3,7.8
"Peter Lake",2005,214,2005-08-02,0.25,NA,NA,NA,NA
"Peter Lake",2005,214,2005-08-02,0.5,NA,NA,25.3,7.7
"Peter Lake",2005,214,2005-08-02,0.75,NA,NA,NA,NA
"Peter Lake",2005,214,2005-08-02,1,NA,NA,25.3,7.9
"Peter Lake",2005,214,2005-08-02,1.5,NA,NA,24.5,8.2
"Peter Lake",2005,214,2005-08-02,2,NA,NA,23.8,8.3
"Peter Lake",2005,214,2005-08-02,2.5,NA,NA,23.2,8.3
"Peter Lake",2005,214,2005-08-02,3,NA,NA,22.7,8.1
"Peter Lake",2005,214,2005-08-02,3.5,NA,NA,21,8.7
"Peter Lake",2005,214,2005-08-02,4,NA,NA,17.6,11.5
"Peter Lake",2005,214,2005-08-02,4.5,NA,NA,14,9.4
"Peter Lake",2005,214,2005-08-02,5,NA,NA,11.7,9.6
"Peter Lake",2005,214,2005-08-02,5.5,NA,NA,9,0.7
