"lakename","year4","daynum","sampledate","depth","tn_ug","tp_ug","nh34","no23","po4","temperature_C","dissolvedOxygen","irradianceWater","irradianceDeck"
"East Long Lake",1992,139,1992-05-18,4.5,NA,NA,NA,NA,NA,5,3.2,NA,NA
"East Long Lake",1992,139,1992-05-18,5,NA,NA,NA,NA,NA,4.8,3.2,NA,NA
"East Long Lake",1992,139,1992-05-18,5.5,NA,NA,NA,NA,NA,4.7,3,NA,NA
"East Long Lake",1992,139,1992-05-18,6,NA,NA,NA,NA,NA,4.5,2.9,NA,NA
"East Long Lake",1992,139,1992-05-18,6.5,NA,NA,NA,NA,NA,4.5,2.6,NA,NA
"East Long Lake",1992,139,1992-05-18,7,NA,NA,NA,NA,NA,4.3,2.3,NA,NA
"East Long Lake",1992,139,1992-05-18,8,NA,NA,NA,NA,NA,4.3,1.2,NA,NA
"East Long Lake",1992,139,1992-05-18,9,NA,NA,NA,NA,NA,4.2,0.4,NA,NA
"East Long Lake",1992,139,1992-05-18,10,NA,NA,NA,NA,NA,4.2,0.2,NA,NA
"East Long Lake",1992,139,1992-05-18,11,NA,NA,NA,NA,NA,4.2,0.2,NA,NA
"West Long Lake",1992,140,1992-05-19,0.25,NA,NA,NA,NA,NA,NA,NA,920,890
"West Long Lake",1992,140,1992-05-19,0.5,NA,NA,NA,NA,NA,15.9,8.9,660,890
"West Long Lake",1992,140,1992-05-19,0.75,NA,NA,NA,NA,NA,NA,NA,530,890
"West Long Lake",1992,140,1992-05-19,1,NA,NA,NA,NA,NA,15.7,8.8,400,890
"West Long Lake",1992,140,1992-05-19,1.5,NA,NA,NA,NA,NA,15.1,9.1,240,890
"West Long Lake",1992,140,1992-05-19,2,NA,NA,NA,NA,NA,14.8,9.1,138,890
"West Long Lake",1992,140,1992-05-19,2.5,NA,NA,NA,NA,NA,13.2,10.3,87,890
"West Long Lake",1992,140,1992-05-19,3,NA,NA,NA,NA,NA,10.6,11.3,52,890
"West Long Lake",1992,140,1992-05-19,3.5,NA,NA,NA,NA,NA,7.8,10.4,31,890
"West Long Lake",1992,140,1992-05-19,4,NA,NA,NA,NA,NA,6.4,6.6,16.8,890
"West Long Lake",1992,140,1992-05-19,4.5,NA,NA,NA,NA,NA,5.7,4.9,8,890
"West Long Lake",1992,140,1992-05-19,5,NA,NA,NA,NA,NA,5.3,2.1,NA,NA
"West Long Lake",1992,140,1992-05-19,5.5,NA,NA,NA,NA,NA,5.1,1.2,NA,NA
"West Long Lake",1992,140,1992-05-19,6,NA,NA,NA,NA,NA,5,0.3,NA,NA
"West Long Lake",1992,140,1992-05-19,6.5,NA,NA,NA,NA,NA,5,0.3,NA,NA
"West Long Lake",1992,140,1992-05-19,7,NA,NA,NA,NA,NA,4.9,0.3,NA,NA
"West Long Lake",1992,140,1992-05-19,8,NA,NA,NA,NA,NA,4.9,0.2,NA,NA
"West Long Lake",1992,140,1992-05-19,9,NA,NA,NA,NA,NA,4.8,0.2,NA,NA
"West Long Lake",1992,140,1992-05-19,10,NA,NA,NA,NA,NA,4.8,0.2,NA,NA
"West Long Lake",1992,140,1992-05-19,11,NA,NA,NA,NA,NA,4.8,0.2,NA,NA
"Peter Lake",1992,141,1992-05-20,0.25,NA,NA,NA,NA,NA,NA,NA,1050,1050
"Peter Lake",1992,141,1992-05-20,0.5,NA,NA,NA,NA,NA,16.9,8.7,860,1050
"Peter Lake",1992,141,1992-05-20,0.75,NA,NA,NA,NA,NA,NA,NA,730,1050
"Peter Lake",1992,141,1992-05-20,1,NA,NA,NA,NA,NA,16.7,8.6,590,1050
"Peter Lake",1992,141,1992-05-20,1.5,NA,NA,NA,NA,NA,16.3,8.8,400,1050
"Peter Lake",1992,141,1992-05-20,2,NA,NA,NA,NA,NA,15,8.8,280,1050
"Peter Lake",1992,141,1992-05-20,2.5,NA,NA,NA,NA,NA,12.9,11.1,195,1050
"Peter Lake",1992,141,1992-05-20,3,NA,NA,NA,NA,NA,10.5,11.2,140,1050
"Peter Lake",1992,141,1992-05-20,3.5,NA,NA,NA,NA,NA,7.6,11.6,97,1050
"Peter Lake",1992,141,1992-05-20,4,NA,NA,NA,NA,NA,6.7,11.5,68,1050
"Peter Lake",1992,141,1992-05-20,4.5,NA,NA,NA,NA,NA,6.1,10.5,46,1050
"Peter Lake",1992,141,1992-05-20,5,NA,NA,NA,NA,NA,5.6,8.2,31,1050
"Peter Lake",1992,141,1992-05-20,5.5,NA,NA,NA,NA,NA,5,7.2,20.5,1050
"Peter Lake",1992,141,1992-05-20,6,NA,NA,NA,NA,NA,4.7,4.5,13.5,1050
"Peter Lake",1992,141,1992-05-20,6.5,NA,NA,NA,NA,NA,4.6,3.4,9.2,1000
"Peter Lake",1992,141,1992-05-20,7,NA,NA,NA,NA,NA,4.4,1.7,NA,NA
"Peter Lake",1992,141,1992-05-20,8,NA,NA,NA,NA,NA,4.4,0.3,NA,NA
"Peter Lake",1992,141,1992-05-20,9,NA,NA,NA,NA,NA,4.3,0.1,NA,NA
"Peter Lake",1992,141,1992-05-20,10,NA,NA,NA,NA,NA,4.3,0.1,NA,NA
"Peter Lake",1992,141,1992-05-20,11,NA,NA,NA,NA,NA,4.3,0.1,NA,NA
"Paul Lake",1992,142,1992-05-21,0,NA,NA,NA,NA,NA,19.2,8,1080,730
"Paul Lake",1992,142,1992-05-21,0.25,NA,NA,NA,NA,NA,NA,NA,920,730
"Paul Lake",1992,142,1992-05-21,0.5,NA,NA,NA,NA,NA,19.2,7.9,750,730
"Paul Lake",1992,142,1992-05-21,0.75,NA,NA,NA,NA,NA,NA,NA,615,730
"Paul Lake",1992,142,1992-05-21,1,NA,NA,NA,NA,NA,18.7,8,570,730
"Paul Lake",1992,142,1992-05-21,1.5,NA,NA,NA,NA,NA,16.4,8.6,340,730
"Paul Lake",1992,142,1992-05-21,2,NA,NA,NA,NA,NA,15.2,9.1,243,730
"Paul Lake",1992,142,1992-05-21,2.5,NA,NA,NA,NA,NA,11.9,11.4,174,730
"Paul Lake",1992,142,1992-05-21,3,NA,NA,NA,NA,NA,9.5,11.6,112.5,730
"Paul Lake",1992,142,1992-05-21,3.5,NA,NA,NA,NA,NA,7.7,11.5,76,730
"Paul Lake",1992,142,1992-05-21,4,NA,NA,NA,NA,NA,6.8,10.5,47.5,730
"Paul Lake",1992,142,1992-05-21,4.5,NA,NA,NA,NA,NA,6,7.8,30,730
"Paul Lake",1992,142,1992-05-21,5,NA,NA,NA,NA,NA,5.4,4.3,18,730
"Paul Lake",1992,142,1992-05-21,5.5,NA,NA,NA,NA,NA,5.1,2.4,10.8,750
"Paul Lake",1992,142,1992-05-21,6,NA,NA,NA,NA,NA,5,1,NA,NA
"Paul Lake",1992,142,1992-05-21,6.5,NA,NA,NA,NA,NA,4.9,0.7,NA,NA
"Paul Lake",1992,142,1992-05-21,7,NA,NA,NA,NA,NA,4.8,0.5,NA,NA
"Paul Lake",1992,142,1992-05-21,8,NA,NA,NA,NA,NA,4.7,0.3,NA,NA
"Paul Lake",1992,142,1992-05-21,9,NA,NA,NA,NA,NA,4.7,0.2,NA,NA
"East Long Lake",1992,146,1992-05-25,0.25,NA,NA,NA,NA,NA,NA,NA,650,1050
"East Long Lake",1992,146,1992-05-25,0.5,NA,NA,NA,NA,NA,15.4,8.1,360,1050
"East Long Lake",1992,146,1992-05-25,0.75,NA,NA,NA,NA,NA,NA,NA,220,1050
"East Long Lake",1992,146,1992-05-25,1,NA,NA,NA,NA,NA,15.2,8,135,1050
"East Long Lake",1992,146,1992-05-25,1.5,NA,NA,NA,NA,NA,15.1,8,52,1050
"East Long Lake",1992,146,1992-05-25,2,NA,NA,NA,NA,NA,13.4,8.9,20,1050
"East Long Lake",1992,146,1992-05-25,2.5,NA,NA,NA,NA,NA,9.3,5.8,8.5,1050
"East Long Lake",1992,146,1992-05-25,3,NA,NA,NA,NA,NA,7.5,3.1,NA,NA
"East Long Lake",1992,146,1992-05-25,3.5,NA,NA,NA,NA,NA,5.9,2.7,NA,NA
"East Long Lake",1992,146,1992-05-25,4,NA,NA,NA,NA,NA,5.5,2.4,NA,NA
"East Long Lake",1992,146,1992-05-25,4.5,NA,NA,NA,NA,NA,5.2,2.4,NA,NA
"East Long Lake",1992,146,1992-05-25,5,NA,NA,NA,NA,NA,5,2.5,NA,NA
"East Long Lake",1992,146,1992-05-25,5.5,NA,NA,NA,NA,NA,4.8,2.7,NA,NA
"East Long Lake",1992,146,1992-05-25,6,NA,NA,NA,NA,NA,4.6,2,NA,NA
"East Long Lake",1992,146,1992-05-25,6.5,NA,NA,NA,NA,NA,4.5,1.9,NA,NA
"East Long Lake",1992,146,1992-05-25,7,NA,NA,NA,NA,NA,4.4,1.3,NA,NA
"East Long Lake",1992,146,1992-05-25,8,NA,NA,NA,NA,NA,4.3,0.3,NA,NA
"East Long Lake",1992,146,1992-05-25,9,NA,NA,NA,NA,NA,4.3,0.2,NA,NA
"East Long Lake",1992,146,1992-05-25,10,NA,NA,NA,NA,NA,4.2,0.1,NA,NA
"East Long Lake",1992,146,1992-05-25,11,NA,NA,NA,NA,NA,4.2,0.1,NA,NA
"West Long Lake",1992,147,1992-05-26,0.25,NA,NA,NA,NA,NA,NA,NA,975,1050
"West Long Lake",1992,147,1992-05-26,0.5,NA,NA,NA,NA,NA,15.1,8.8,750,1050
"West Long Lake",1992,147,1992-05-26,0.75,NA,NA,NA,NA,NA,NA,NA,550,1050
"West Long Lake",1992,147,1992-05-26,1,NA,NA,NA,NA,NA,15,8.8,450,1050
"West Long Lake",1992,147,1992-05-26,1.5,NA,NA,NA,NA,NA,14.8,8.8,270,1050
"West Long Lake",1992,147,1992-05-26,2,NA,NA,NA,NA,NA,14.8,8.8,173,1050
"West Long Lake",1992,147,1992-05-26,2.5,NA,NA,NA,NA,NA,14.8,8.5,110,1050
"West Long Lake",1992,147,1992-05-26,3,NA,NA,NA,NA,NA,11.8,12,70,1050
"West Long Lake",1992,147,1992-05-26,3.5,NA,NA,NA,NA,NA,8.8,12.2,40,1050
"West Long Lake",1992,147,1992-05-26,4,NA,NA,NA,NA,NA,7.5,7.8,20.1,1050
"West Long Lake",1992,147,1992-05-26,4.5,NA,NA,NA,NA,NA,6.2,4.9,11.5,1050
"West Long Lake",1992,147,1992-05-26,5,NA,NA,NA,NA,NA,5.8,2.3,NA,NA
"West Long Lake",1992,147,1992-05-26,5.5,NA,NA,NA,NA,NA,5.4,1.1,NA,NA
"West Long Lake",1992,147,1992-05-26,6,NA,NA,NA,NA,NA,5.2,0.5,NA,NA
"West Long Lake",1992,147,1992-05-26,6.5,NA,NA,NA,NA,NA,5.1,0.3,NA,NA
"West Long Lake",1992,147,1992-05-26,7,NA,NA,NA,NA,NA,5,0.2,NA,NA
"West Long Lake",1992,147,1992-05-26,8,NA,NA,NA,NA,NA,5,0.1,NA,NA
"West Long Lake",1992,147,1992-05-26,9,NA,NA,NA,NA,NA,4.9,0.1,NA,NA
"West Long Lake",1992,147,1992-05-26,10,NA,NA,NA,NA,NA,4.9,0.1,NA,NA
"West Long Lake",1992,147,1992-05-26,11,NA,NA,NA,NA,NA,4.9,0.1,NA,NA
"Peter Lake",1992,148,1992-05-27,0.25,NA,NA,NA,NA,NA,NA,NA,940,880
"Peter Lake",1992,148,1992-05-27,0.5,NA,NA,NA,NA,NA,15.5,8.8,780,880
"Peter Lake",1992,148,1992-05-27,0.75,NA,NA,NA,NA,NA,NA,NA,630,880
"Peter Lake",1992,148,1992-05-27,1,NA,NA,NA,NA,NA,15.5,8.7,505,880
"Peter Lake",1992,148,1992-05-27,1.5,NA,NA,NA,NA,NA,15.4,8.7,345,880
"Peter Lake",1992,148,1992-05-27,2,NA,NA,NA,NA,NA,15.3,8.6,255,880
"Peter Lake",1992,148,1992-05-27,2.5,NA,NA,NA,NA,NA,14.8,8.9,178,880
"Peter Lake",1992,148,1992-05-27,3,NA,NA,NA,NA,NA,11.4,11.1,127,880
"Peter Lake",1992,148,1992-05-27,3.5,NA,NA,NA,NA,NA,9.3,11.9,93,880
"Peter Lake",1992,148,1992-05-27,4,NA,NA,NA,NA,NA,8,11.9,66,880
"Peter Lake",1992,148,1992-05-27,4.5,NA,NA,NA,NA,NA,7,12.1,47,880
"Peter Lake",1992,148,1992-05-27,5,NA,NA,NA,NA,NA,6.1,11.7,32,880
"Peter Lake",1992,148,1992-05-27,5.5,NA,NA,NA,NA,NA,5.4,8.8,22.5,880
"Peter Lake",1992,148,1992-05-27,6,NA,NA,NA,NA,NA,5.1,5.9,15,880
"Peter Lake",1992,148,1992-05-27,6.5,NA,NA,NA,NA,NA,4.7,3.2,10,880
"Peter Lake",1992,148,1992-05-27,7,NA,NA,NA,NA,NA,4.6,2.2,NA,NA
"Peter Lake",1992,148,1992-05-27,8,NA,NA,NA,NA,NA,4.4,0.6,NA,NA
"Peter Lake",1992,148,1992-05-27,9,NA,NA,NA,NA,NA,4.4,0.4,NA,NA
"Peter Lake",1992,148,1992-05-27,10,NA,NA,NA,NA,NA,4.4,0.4,NA,NA
"Peter Lake",1992,148,1992-05-27,11,NA,NA,NA,NA,NA,4.4,0.4,NA,NA
"Paul Lake",1992,149,1992-05-28,0,NA,NA,NA,NA,NA,15.6,8.7,1200,1000
"Paul Lake",1992,149,1992-05-28,0.25,NA,NA,NA,NA,NA,NA,NA,980,1000
"Paul Lake",1992,149,1992-05-28,0.5,NA,NA,NA,NA,NA,15.4,8.7,810,1000
"Paul Lake",1992,149,1992-05-28,0.75,NA,NA,NA,NA,NA,NA,NA,680,1000
"Paul Lake",1992,149,1992-05-28,1,NA,NA,NA,NA,NA,15.4,8.6,570,1000
"Paul Lake",1992,149,1992-05-28,1.5,NA,NA,NA,NA,NA,15.3,8.5,380,1000
"Paul Lake",1992,149,1992-05-28,2,NA,NA,NA,NA,NA,15.2,8.5,270,1000
"Paul Lake",1992,149,1992-05-28,2.5,NA,NA,NA,NA,NA,14.7,8.6,190,1000
"Paul Lake",1992,149,1992-05-28,3,NA,NA,NA,NA,NA,11.6,11.1,130,1000
"Paul Lake",1992,149,1992-05-28,3.5,NA,NA,NA,NA,NA,8.8,11.2,95,1000
"Paul Lake",1992,149,1992-05-28,4,NA,NA,NA,NA,NA,7.7,11.4,65,1000
"Paul Lake",1992,149,1992-05-28,4.5,NA,NA,NA,NA,NA,6.9,9.3,43,1000
"Paul Lake",1992,149,1992-05-28,5,NA,NA,NA,NA,NA,6.2,5,27,1000
"Paul Lake",1992,149,1992-05-28,5.5,NA,NA,NA,NA,NA,5.5,2.4,15.5,1000
"Paul Lake",1992,149,1992-05-28,6,NA,NA,NA,NA,NA,5.2,1.1,7.8,1000
"Paul Lake",1992,149,1992-05-28,6.5,NA,NA,NA,NA,NA,5.1,1,NA,NA
"Paul Lake",1992,149,1992-05-28,7,NA,NA,NA,NA,NA,5,0.9,NA,NA
"Paul Lake",1992,149,1992-05-28,8,NA,NA,NA,NA,NA,4.8,0.7,NA,NA
"Paul Lake",1992,149,1992-05-28,9,NA,NA,NA,NA,NA,4.8,0.6,NA,NA
"East Long Lake",1992,153,1992-06-01,0.25,NA,NA,NA,NA,NA,NA,NA,690,1050
"East Long Lake",1992,153,1992-06-01,0.5,NA,NA,NA,NA,NA,18.6,8.8,400,1050
"East Long Lake",1992,153,1992-06-01,0.75,NA,NA,NA,NA,NA,NA,NA,250,1050
"East Long Lake",1992,153,1992-06-01,1,NA,NA,NA,NA,NA,18.1,8.7,155,1050
"East Long Lake",1992,153,1992-06-01,2,NA,NA,NA,NA,NA,13.4,8.9,27,1050
"East Long Lake",1992,153,1992-06-01,3,NA,NA,NA,NA,NA,7.6,3.8,5,1050
"East Long Lake",1992,153,1992-06-01,3.5,NA,NA,NA,NA,NA,6.4,3.1,NA,NA
"East Long Lake",1992,153,1992-06-01,4,NA,NA,NA,NA,NA,5.6,3,NA,NA
"East Long Lake",1992,153,1992-06-01,4.5,NA,NA,NA,NA,NA,5.3,2.8,NA,NA
"East Long Lake",1992,153,1992-06-01,5,NA,NA,NA,NA,NA,5.1,2.8,NA,NA
"East Long Lake",1992,153,1992-06-01,5.5,NA,NA,NA,NA,NA,4.9,2.8,NA,NA
"East Long Lake",1992,153,1992-06-01,6,NA,NA,NA,NA,NA,4.6,2.6,NA,NA
"East Long Lake",1992,153,1992-06-01,6.5,NA,NA,NA,NA,NA,4.5,1,NA,NA
"East Long Lake",1992,153,1992-06-01,7,NA,NA,NA,NA,NA,4.5,0.8,NA,NA
"East Long Lake",1992,153,1992-06-01,8,NA,NA,NA,NA,NA,4.4,0.8,NA,NA
"East Long Lake",1992,153,1992-06-01,9,NA,NA,NA,NA,NA,4.3,0.8,NA,NA
"East Long Lake",1992,153,1992-06-01,10,NA,NA,NA,NA,NA,4.3,0.8,NA,NA
"East Long Lake",1992,153,1992-06-01,11,NA,NA,NA,NA,NA,4.3,0.8,NA,NA
"West Long Lake",1992,154,1992-06-02,0.25,NA,NA,NA,NA,NA,NA,NA,1000,980
"West Long Lake",1992,154,1992-06-02,0.5,NA,NA,NA,NA,NA,19.5,8.6,790,980
"West Long Lake",1992,154,1992-06-02,0.75,NA,NA,NA,NA,NA,NA,NA,610,980
"West Long Lake",1992,154,1992-06-02,1,NA,NA,NA,NA,NA,19.3,8.4,490,980
"West Long Lake",1992,154,1992-06-02,1.5,NA,NA,NA,NA,NA,18.9,8.6,300,980
"West Long Lake",1992,154,1992-06-02,2,NA,NA,NA,NA,NA,17.9,8.9,190,980
"West Long Lake",1992,154,1992-06-02,2.5,NA,NA,NA,NA,NA,15.7,9.5,140,980
"West Long Lake",1992,154,1992-06-02,3,NA,NA,NA,NA,NA,13.4,11.9,85,980
"West Long Lake",1992,154,1992-06-02,3.5,NA,NA,NA,NA,NA,10.6,12.2,55,980
"West Long Lake",1992,154,1992-06-02,4,NA,NA,NA,NA,NA,8,9.4,34,980
"West Long Lake",1992,154,1992-06-02,4.5,NA,NA,NA,NA,NA,7,5.8,17,980
"West Long Lake",1992,154,1992-06-02,5,NA,NA,NA,NA,NA,6.2,2.6,8,1000
"West Long Lake",1992,154,1992-06-02,5.5,NA,NA,NA,NA,NA,5.7,1.6,NA,NA
"West Long Lake",1992,154,1992-06-02,6,NA,NA,NA,NA,NA,5.4,1.2,NA,NA
"West Long Lake",1992,154,1992-06-02,6.5,NA,NA,NA,NA,NA,5.2,1,NA,NA
"West Long Lake",1992,154,1992-06-02,7,NA,NA,NA,NA,NA,5.1,0.9,NA,NA
"West Long Lake",1992,154,1992-06-02,8,NA,NA,NA,NA,NA,5,0.8,NA,NA
"West Long Lake",1992,154,1992-06-02,9,NA,NA,NA,NA,NA,5,0.8,NA,NA
"West Long Lake",1992,154,1992-06-02,10,NA,NA,NA,NA,NA,5,0.8,NA,NA
"West Long Lake",1992,154,1992-06-02,11,NA,NA,NA,NA,NA,4.9,0.8,NA,NA
"Peter Lake",1992,155,1992-06-03,0.25,NA,NA,NA,NA,NA,NA,NA,980,960
"Peter Lake",1992,155,1992-06-03,0.5,NA,NA,NA,NA,NA,19.9,9.3,840,960
"Peter Lake",1992,155,1992-06-03,0.75,NA,NA,NA,NA,NA,NA,NA,710,960
"Peter Lake",1992,155,1992-06-03,1.5,NA,NA,NA,NA,NA,19,9.5,410,960
"Peter Lake",1992,155,1992-06-03,2.5,NA,NA,NA,NA,NA,16,10.6,200,960
"Peter Lake",1992,155,1992-06-03,3,NA,NA,NA,NA,NA,13.8,12.9,150,960
"Peter Lake",1992,155,1992-06-03,3.5,NA,NA,NA,NA,NA,10.8,13.1,115,960
"Peter Lake",1992,155,1992-06-03,4,NA,NA,NA,NA,NA,9,13.2,88,960
"Peter Lake",1992,155,1992-06-03,4.5,NA,NA,NA,NA,NA,7.8,13.4,63,960
"Peter Lake",1992,155,1992-06-03,5,NA,NA,NA,NA,NA,6.7,13.7,46,960
"Peter Lake",1992,155,1992-06-03,5.5,NA,NA,NA,NA,NA,6.2,13.5,32,960
"Peter Lake",1992,155,1992-06-03,6,NA,NA,NA,NA,NA,5.4,9.3,22.5,960
"Peter Lake",1992,155,1992-06-03,6.5,NA,NA,NA,NA,NA,5,6.4,17,960
"Peter Lake",1992,155,1992-06-03,8,NA,NA,NA,NA,NA,4.5,2.1,NA,NA
"Peter Lake",1992,155,1992-06-03,9,NA,NA,NA,NA,NA,4.5,1.2,NA,NA
"Peter Lake",1992,155,1992-06-03,10,NA,NA,NA,NA,NA,4.4,1,NA,NA
"Peter Lake",1992,155,1992-06-03,11,NA,NA,NA,NA,NA,4.4,0.9,NA,NA
"Paul Lake",1992,156,1992-06-04,0,NA,NA,NA,NA,NA,20.4,8.4,1200,980
"Paul Lake",1992,156,1992-06-04,0.25,NA,NA,NA,NA,NA,NA,NA,1050,980
"Paul Lake",1992,156,1992-06-04,0.5,NA,NA,NA,NA,NA,20.3,8.4,880,980
"Paul Lake",1992,156,1992-06-04,0.75,NA,NA,NA,NA,NA,NA,NA,700,980
"Paul Lake",1992,156,1992-06-04,1,NA,NA,NA,NA,NA,20,8,580,980
"Paul Lake",1992,156,1992-06-04,1.5,NA,NA,NA,NA,NA,19.8,7.9,380,980
"Paul Lake",1992,156,1992-06-04,2,NA,NA,NA,NA,NA,18.2,9.1,220,980
"Paul Lake",1992,156,1992-06-04,2.5,NA,NA,NA,NA,NA,15.6,9.9,185,980
"Paul Lake",1992,156,1992-06-04,3,NA,NA,NA,NA,NA,12.7,12,130,980
"Paul Lake",1992,156,1992-06-04,3.5,NA,NA,NA,NA,NA,10.5,12.3,95,980
"Paul Lake",1992,156,1992-06-04,4,NA,NA,NA,NA,NA,8.8,12.2,75,980
"Paul Lake",1992,156,1992-06-04,4.5,NA,NA,NA,NA,NA,7.3,10.3,49,980
"Paul Lake",1992,156,1992-06-04,5,NA,NA,NA,NA,NA,6.5,7.5,34,980
"Paul Lake",1992,156,1992-06-04,5.5,NA,NA,NA,NA,NA,5.8,3.9,20.5,980
"Paul Lake",1992,156,1992-06-04,6,NA,NA,NA,NA,NA,5.5,1.3,8.9,980
"Paul Lake",1992,156,1992-06-04,6.5,NA,NA,NA,NA,NA,5.2,1.2,NA,NA
"Paul Lake",1992,156,1992-06-04,7,NA,NA,NA,NA,NA,5,1,NA,NA
"Paul Lake",1992,156,1992-06-04,8,NA,NA,NA,NA,NA,4.9,0.9,NA,NA
"Paul Lake",1992,156,1992-06-04,9,NA,NA,NA,NA,NA,4.8,0.8,NA,NA
"East Long Lake",1992,160,1992-06-08,0.25,NA,NA,NA,NA,NA,NA,NA,620,1000
"East Long Lake",1992,160,1992-06-08,0.5,NA,NA,NA,NA,NA,18.3,8.9,380,1000
"East Long Lake",1992,160,1992-06-08,0.75,NA,NA,NA,NA,NA,NA,NA,245,1000
"East Long Lake",1992,160,1992-06-08,1,NA,NA,NA,NA,NA,18.3,8.8,155,1000
"East Long Lake",1992,160,1992-06-08,1.5,NA,NA,NA,NA,NA,18.2,8.7,65,1000
"East Long Lake",1992,160,1992-06-08,2,NA,NA,NA,NA,NA,15.4,8.8,29,1000
"East Long Lake",1992,160,1992-06-08,2.5,NA,NA,NA,NA,NA,10.5,5.8,12,1000
"East Long Lake",1992,160,1992-06-08,3,NA,NA,NA,NA,NA,8.3,4.4,4.9,1000
"East Long Lake",1992,160,1992-06-08,3.5,NA,NA,NA,NA,NA,6.5,2.7,NA,NA
"East Long Lake",1992,160,1992-06-08,4,NA,NA,NA,NA,NA,5.8,2.5,NA,NA
"East Long Lake",1992,160,1992-06-08,4.5,NA,NA,NA,NA,NA,5.4,2.2,NA,NA
"East Long Lake",1992,160,1992-06-08,5,NA,NA,NA,NA,NA,5.1,2.5,NA,NA
"East Long Lake",1992,160,1992-06-08,5.5,NA,NA,NA,NA,NA,5,2.5,NA,NA
"East Long Lake",1992,160,1992-06-08,6,NA,NA,NA,NA,NA,4.6,1.3,NA,NA
"East Long Lake",1992,160,1992-06-08,6.5,NA,NA,NA,NA,NA,4.6,1.2,NA,NA
"East Long Lake",1992,160,1992-06-08,7,NA,NA,NA,NA,NA,4.5,1.1,NA,NA
"East Long Lake",1992,160,1992-06-08,8,NA,NA,NA,NA,NA,4.4,1.1,NA,NA
"East Long Lake",1992,160,1992-06-08,9,NA,NA,NA,NA,NA,4.4,1,NA,NA
"East Long Lake",1992,160,1992-06-08,10,NA,NA,NA,NA,NA,4.3,1,NA,NA
"East Long Lake",1992,160,1992-06-08,11,NA,NA,NA,NA,NA,4.3,1,NA,NA
"West Long Lake",1992,161,1992-06-09,0.25,NA,NA,NA,NA,NA,NA,NA,955,950
"West Long Lake",1992,161,1992-06-09,0.5,NA,NA,NA,NA,NA,19.4,8.9,750,950
"West Long Lake",1992,161,1992-06-09,0.75,NA,NA,NA,NA,NA,NA,NA,555,950
"West Long Lake",1992,161,1992-06-09,1,NA,NA,NA,NA,NA,19.3,8.7,440,950
"West Long Lake",1992,161,1992-06-09,1.5,NA,NA,NA,NA,NA,19.2,8.9,280,950
"West Long Lake",1992,161,1992-06-09,2,NA,NA,NA,NA,NA,19.1,8.6,174,950
"West Long Lake",1992,161,1992-06-09,3,NA,NA,NA,NA,NA,13.8,12.2,77,950
"West Long Lake",1992,161,1992-06-09,3.5,NA,NA,NA,NA,NA,10.9,12.6,50,950
"West Long Lake",1992,161,1992-06-09,4,NA,NA,NA,NA,NA,8.7,10.7,28,950
"West Long Lake",1992,161,1992-06-09,4.5,NA,NA,NA,NA,NA,7.1,4.7,16.5,950
"West Long Lake",1992,161,1992-06-09,5,NA,NA,NA,NA,NA,6.4,1.7,7.8,950
"West Long Lake",1992,161,1992-06-09,5.5,NA,NA,NA,NA,NA,5.5,1.1,NA,NA
"West Long Lake",1992,161,1992-06-09,6,NA,NA,NA,NA,NA,5.3,1,NA,NA
"West Long Lake",1992,161,1992-06-09,6.5,NA,NA,NA,NA,NA,5.2,1,NA,NA
"West Long Lake",1992,161,1992-06-09,7,NA,NA,NA,NA,NA,5.1,0.9,NA,NA
"West Long Lake",1992,161,1992-06-09,8,NA,NA,NA,NA,NA,5,0.9,NA,NA
"West Long Lake",1992,161,1992-06-09,9,NA,NA,NA,NA,NA,5,0.9,NA,NA
"West Long Lake",1992,161,1992-06-09,10,NA,NA,NA,NA,NA,5,0.9,NA,NA
"West Long Lake",1992,161,1992-06-09,11,NA,NA,NA,NA,NA,5,0.9,NA,NA
"Peter Lake",1992,162,1992-06-10,0.25,NA,NA,NA,NA,NA,NA,NA,935,930
"Peter Lake",1992,162,1992-06-10,0.5,NA,NA,NA,NA,NA,19.9,9,770,930
"Peter Lake",1992,162,1992-06-10,0.75,NA,NA,NA,NA,NA,NA,NA,640,930
"Peter Lake",1992,162,1992-06-10,1,NA,NA,NA,NA,NA,19.9,9,525,930
"Peter Lake",1992,162,1992-06-10,1.5,NA,NA,NA,NA,NA,19.8,8.9,370,930
"Peter Lake",1992,162,1992-06-10,2,NA,NA,NA,NA,NA,19.3,8.9,270,930
"Peter Lake",1992,162,1992-06-10,2.5,NA,NA,NA,NA,NA,17.6,10.2,185,930
"Peter Lake",1992,162,1992-06-10,3,NA,NA,NA,NA,NA,14.3,12.9,135,930
"Peter Lake",1992,162,1992-06-10,3.5,NA,NA,NA,NA,NA,12.2,12.9,100,930
"Peter Lake",1992,162,1992-06-10,4,NA,NA,NA,NA,NA,10,13.2,75,930
"Peter Lake",1992,162,1992-06-10,5,NA,NA,NA,NA,NA,7.3,13.5,40,930
"Peter Lake",1992,162,1992-06-10,5.5,NA,NA,NA,NA,NA,6.4,12.3,29,930
"Peter Lake",1992,162,1992-06-10,6,NA,NA,NA,NA,NA,5.8,9.1,20.5,930
"Peter Lake",1992,162,1992-06-10,6.5,NA,NA,NA,NA,NA,5.5,6.8,15,930
