"lakename","year4","daynum","sampledate","depth","tn_ug","tp_ug","nh34","no23","po4","temperature_C","dissolvedOxygen","irradianceWater","irradianceDeck"
"Peter Lake",1992,162,1992-06-10,7,NA,NA,NA,NA,NA,5,3.4,10.5,950
"Peter Lake",1992,162,1992-06-10,8,NA,NA,NA,NA,NA,4.6,0.3,NA,NA
"Peter Lake",1992,162,1992-06-10,9,NA,NA,NA,NA,NA,4.6,0.2,NA,NA
"Peter Lake",1992,162,1992-06-10,10,NA,NA,NA,NA,NA,4.4,0.2,NA,NA
"Peter Lake",1992,162,1992-06-10,11,NA,NA,NA,NA,NA,4.4,0.1,NA,NA
"Paul Lake",1992,163,1992-06-11,0,NA,NA,NA,NA,NA,21,9,1110,320
"Paul Lake",1992,163,1992-06-11,0.25,NA,NA,NA,NA,NA,NA,NA,945,320
"Paul Lake",1992,163,1992-06-11,0.5,NA,NA,NA,NA,NA,20.6,8.9,780,320
"Paul Lake",1992,163,1992-06-11,0.75,NA,NA,NA,NA,NA,NA,NA,600,320
"Paul Lake",1992,163,1992-06-11,1,NA,NA,NA,NA,NA,20.5,8.6,510,320
"Paul Lake",1992,163,1992-06-11,1.5,NA,NA,NA,NA,NA,20.2,8.6,330,320
"Paul Lake",1992,163,1992-06-11,2,NA,NA,NA,NA,NA,19.4,9,237,320
"Paul Lake",1992,163,1992-06-11,2.5,NA,NA,NA,NA,NA,17,10.3,162,320
"Paul Lake",1992,163,1992-06-11,3,NA,NA,NA,NA,NA,14.8,12.9,108,320
"Paul Lake",1992,163,1992-06-11,3.5,NA,NA,NA,NA,NA,12.1,13.6,81,320
"Paul Lake",1992,163,1992-06-11,4,NA,NA,NA,NA,NA,9.6,13.8,58,320
"Paul Lake",1992,163,1992-06-11,4.5,NA,NA,NA,NA,NA,8.2,13.4,39,320
"Paul Lake",1992,163,1992-06-11,5,NA,NA,NA,NA,NA,7.1,9.1,25.8,320
"Paul Lake",1992,163,1992-06-11,5.5,NA,NA,NA,NA,NA,6.2,4.3,15.3,320
"Paul Lake",1992,163,1992-06-11,6,NA,NA,NA,NA,NA,5.8,2.9,8.4,330
"Paul Lake",1992,163,1992-06-11,6.5,NA,NA,NA,NA,NA,5.5,2.1,NA,NA
"Paul Lake",1992,163,1992-06-11,7,NA,NA,NA,NA,NA,5.3,1.8,NA,NA
"Paul Lake",1992,163,1992-06-11,8,NA,NA,NA,NA,NA,4.9,1.9,NA,NA
"Paul Lake",1992,163,1992-06-11,9,NA,NA,NA,NA,NA,4.9,1.9,NA,NA
"East Long Lake",1992,167,1992-06-15,0.25,NA,NA,NA,NA,NA,NA,NA,87,140
"East Long Lake",1992,167,1992-06-15,0.5,NA,NA,NA,NA,NA,20.2,8.3,48,140
"East Long Lake",1992,167,1992-06-15,0.75,NA,NA,NA,NA,NA,NA,NA,31,140
"East Long Lake",1992,167,1992-06-15,1,NA,NA,NA,NA,NA,20.2,8.4,20.5,140
"East Long Lake",1992,167,1992-06-15,1.5,NA,NA,NA,NA,NA,19.5,8.8,9,140
"East Long Lake",1992,167,1992-06-15,2,NA,NA,NA,NA,NA,15.6,8.9,4.1,140
"East Long Lake",1992,167,1992-06-15,2.5,NA,NA,NA,NA,NA,12.2,6.2,1.9,140
"East Long Lake",1992,167,1992-06-15,3,NA,NA,NA,NA,NA,8.7,3.3,0.7,140
"East Long Lake",1992,167,1992-06-15,3.5,NA,NA,NA,NA,NA,7.1,1.8,NA,NA
"East Long Lake",1992,167,1992-06-15,4,NA,NA,NA,NA,NA,6.3,1.4,NA,NA
"East Long Lake",1992,167,1992-06-15,4.5,NA,NA,NA,NA,NA,5.6,1.1,NA,NA
"East Long Lake",1992,167,1992-06-15,5,NA,NA,NA,NA,NA,5.3,1,NA,NA
"East Long Lake",1992,167,1992-06-15,5.5,NA,NA,NA,NA,NA,5.1,1,NA,NA
"East Long Lake",1992,167,1992-06-15,6,NA,NA,NA,NA,NA,4.9,1,NA,NA
"East Long Lake",1992,167,1992-06-15,6.5,NA,NA,NA,NA,NA,4.7,0.7,NA,NA
"East Long Lake",1992,167,1992-06-15,7,NA,NA,NA,NA,NA,4.6,0.7,NA,NA
"East Long Lake",1992,167,1992-06-15,8,NA,NA,NA,NA,NA,4.4,0.7,NA,NA
"East Long Lake",1992,167,1992-06-15,9,NA,NA,NA,NA,NA,4.4,0.7,NA,NA
"East Long Lake",1992,167,1992-06-15,10,NA,NA,NA,NA,NA,4.4,0.6,NA,NA
"East Long Lake",1992,167,1992-06-15,11,NA,NA,NA,NA,NA,4.3,0.6,NA,NA
"West Long Lake",1992,168,1992-06-16,0.25,NA,NA,NA,NA,NA,NA,NA,900,980
"West Long Lake",1992,168,1992-06-16,0.5,NA,NA,NA,NA,NA,20,9.2,720,980
"West Long Lake",1992,168,1992-06-16,0.75,NA,NA,NA,NA,NA,NA,NA,540,980
"West Long Lake",1992,168,1992-06-16,1,NA,NA,NA,NA,NA,20,9.1,430,980
"West Long Lake",1992,168,1992-06-16,1.5,NA,NA,NA,NA,NA,19.9,9.1,280,980
"West Long Lake",1992,168,1992-06-16,2,NA,NA,NA,NA,NA,19.9,8.9,180,980
"West Long Lake",1992,168,1992-06-16,2.5,NA,NA,NA,NA,NA,18.8,10.2,115,980
"West Long Lake",1992,168,1992-06-16,3,NA,NA,NA,NA,NA,15.5,12.6,72,980
"West Long Lake",1992,168,1992-06-16,3.5,NA,NA,NA,NA,NA,11.8,13.7,38,980
"West Long Lake",1992,168,1992-06-16,4,NA,NA,NA,NA,NA,9.6,10.8,15,980
"West Long Lake",1992,168,1992-06-16,4.5,NA,NA,NA,NA,NA,7.6,7.3,1.5,980
"West Long Lake",1992,168,1992-06-16,5,NA,NA,NA,NA,NA,6.5,1.2,NA,NA
"West Long Lake",1992,168,1992-06-16,5.5,NA,NA,NA,NA,NA,6,1,NA,NA
"West Long Lake",1992,168,1992-06-16,6,NA,NA,NA,NA,NA,5.7,1,NA,NA
"West Long Lake",1992,168,1992-06-16,6.5,NA,NA,NA,NA,NA,5.4,0.9,NA,NA
"West Long Lake",1992,168,1992-06-16,7,NA,NA,NA,NA,NA,5.2,0.9,NA,NA
"West Long Lake",1992,168,1992-06-16,8,NA,NA,NA,NA,NA,5.1,0.8,NA,NA
"West Long Lake",1992,168,1992-06-16,9,NA,NA,NA,NA,NA,5.1,0.8,NA,NA
"West Long Lake",1992,168,1992-06-16,10,NA,NA,NA,NA,NA,5.1,0.8,NA,NA
"West Long Lake",1992,168,1992-06-16,11,NA,NA,NA,NA,NA,5,0.8,NA,NA
"Peter Lake",1992,169,1992-06-17,0.25,NA,NA,NA,NA,NA,NA,NA,28,35
"Peter Lake",1992,169,1992-06-17,0.5,NA,NA,NA,NA,NA,19,9.3,22,35
"Peter Lake",1992,169,1992-06-17,1,NA,NA,NA,NA,NA,19,9.2,14,35
"Peter Lake",1992,169,1992-06-17,1.5,NA,NA,NA,NA,NA,19,9.2,8.2,35
"Peter Lake",1992,169,1992-06-17,2,NA,NA,NA,NA,NA,19,9.2,5.2,35
"Peter Lake",1992,169,1992-06-17,2.5,NA,NA,NA,NA,NA,19,9.3,3.1,35
"Peter Lake",1992,169,1992-06-17,3,NA,NA,NA,NA,NA,17,13.2,1.4,35
"Peter Lake",1992,169,1992-06-17,3.5,NA,NA,NA,NA,NA,13.4,13.5,0.4,35
"Peter Lake",1992,169,1992-06-17,4,NA,NA,NA,NA,NA,11,13.9,0,35
"Peter Lake",1992,169,1992-06-17,4.5,NA,NA,NA,NA,NA,9.7,14.1,NA,NA
"Peter Lake",1992,169,1992-06-17,5,NA,NA,NA,NA,NA,8.5,14.2,NA,NA
"Peter Lake",1992,169,1992-06-17,5.5,NA,NA,NA,NA,NA,6.2,14.5,NA,NA
"Peter Lake",1992,169,1992-06-17,6,NA,NA,NA,NA,NA,5.8,9.3,NA,NA
"Peter Lake",1992,169,1992-06-17,6.5,NA,NA,NA,NA,NA,5.5,6.2,NA,NA
"Peter Lake",1992,169,1992-06-17,7,NA,NA,NA,NA,NA,5.1,4.4,NA,NA
"Peter Lake",1992,169,1992-06-17,8,NA,NA,NA,NA,NA,4.8,1.3,NA,NA
"Peter Lake",1992,169,1992-06-17,9,NA,NA,NA,NA,NA,4.6,0.9,NA,NA
"Peter Lake",1992,169,1992-06-17,10,NA,NA,NA,NA,NA,4.5,0.7,NA,NA
"Peter Lake",1992,169,1992-06-17,11,NA,NA,NA,NA,NA,4.5,0.5,NA,NA
"Paul Lake",1992,170,1992-06-18,0,NA,NA,NA,NA,NA,19.5,8.6,230,190
"Paul Lake",1992,170,1992-06-18,0.25,NA,NA,NA,NA,NA,NA,NA,175,190
"Paul Lake",1992,170,1992-06-18,0.5,NA,NA,NA,NA,NA,19.5,8.7,130,190
"Paul Lake",1992,170,1992-06-18,0.75,NA,NA,NA,NA,NA,NA,NA,100,180
"Paul Lake",1992,170,1992-06-18,1,NA,NA,NA,NA,NA,19.5,8.7,71,180
"Paul Lake",1992,170,1992-06-18,1.5,NA,NA,NA,NA,NA,19.5,8.7,44,180
"Paul Lake",1992,170,1992-06-18,2,NA,NA,NA,NA,NA,19.4,8.7,31,180
"Paul Lake",1992,170,1992-06-18,2.5,NA,NA,NA,NA,NA,18.8,9.2,25,220
"Paul Lake",1992,170,1992-06-18,3,NA,NA,NA,NA,NA,15.9,11.9,22,220
"Paul Lake",1992,170,1992-06-18,3.5,NA,NA,NA,NA,NA,12.8,12.9,17,220
"Paul Lake",1992,170,1992-06-18,4,NA,NA,NA,NA,NA,10.5,13.2,13,220
"Paul Lake",1992,170,1992-06-18,4.5,NA,NA,NA,NA,NA,8.7,13.2,9,220
"Paul Lake",1992,170,1992-06-18,5,NA,NA,NA,NA,NA,7.5,9.9,6.9,220
"Paul Lake",1992,170,1992-06-18,5.5,NA,NA,NA,NA,NA,6.8,5.5,4.4,220
"Paul Lake",1992,170,1992-06-18,6,NA,NA,NA,NA,NA,6,1.1,2.1,250
"Paul Lake",1992,170,1992-06-18,6.5,NA,NA,NA,NA,NA,5.6,1.2,NA,NA
"Paul Lake",1992,170,1992-06-18,7,NA,NA,NA,NA,NA,5.3,0.9,NA,NA
"Paul Lake",1992,170,1992-06-18,8,NA,NA,NA,NA,NA,5,0.7,NA,NA
"Paul Lake",1992,170,1992-06-18,9,NA,NA,NA,NA,NA,4.9,0.7,NA,NA
"East Long Lake",1992,174,1992-06-22,0.25,NA,NA,NA,NA,NA,NA,NA,610,850
"East Long Lake",1992,174,1992-06-22,0.5,NA,NA,NA,NA,NA,16.2,9.8,320,850
"East Long Lake",1992,174,1992-06-22,0.75,NA,NA,NA,NA,NA,NA,NA,200,850
"East Long Lake",1992,174,1992-06-22,1,NA,NA,NA,NA,NA,16,9.7,130,850
"East Long Lake",1992,174,1992-06-22,2,NA,NA,NA,NA,NA,15.3,9.5,27,850
"East Long Lake",1992,174,1992-06-22,2.5,NA,NA,NA,NA,NA,13.7,5.1,12,850
"East Long Lake",1992,174,1992-06-22,3,NA,NA,NA,NA,NA,9.2,2,5.5,900
"East Long Lake",1992,174,1992-06-22,3.5,NA,NA,NA,NA,NA,6.7,0.8,NA,NA
"East Long Lake",1992,174,1992-06-22,4,NA,NA,NA,NA,NA,6.6,0.8,NA,NA
"East Long Lake",1992,174,1992-06-22,4.5,NA,NA,NA,NA,NA,5.8,0.8,NA,NA
"East Long Lake",1992,174,1992-06-22,5,NA,NA,NA,NA,NA,5.5,0.7,NA,NA
"East Long Lake",1992,174,1992-06-22,5.5,NA,NA,NA,NA,NA,5.2,0.7,NA,NA
"East Long Lake",1992,174,1992-06-22,6,NA,NA,NA,NA,NA,4.9,0.7,NA,NA
"East Long Lake",1992,174,1992-06-22,6.5,NA,NA,NA,NA,NA,4.7,0.7,NA,NA
"East Long Lake",1992,174,1992-06-22,7,NA,NA,NA,NA,NA,4.6,0.7,NA,NA
"East Long Lake",1992,174,1992-06-22,8,NA,NA,NA,NA,NA,4.5,0.8,NA,NA
"East Long Lake",1992,174,1992-06-22,9,NA,NA,NA,NA,NA,4.4,0.7,NA,NA
"East Long Lake",1992,174,1992-06-22,10,NA,NA,NA,NA,NA,4.4,0.7,NA,NA
"East Long Lake",1992,174,1992-06-22,11,NA,NA,NA,NA,NA,4.4,0.7,NA,NA
"West Long Lake",1992,175,1992-06-23,0.25,NA,NA,NA,NA,NA,NA,NA,155,175
"West Long Lake",1992,175,1992-06-23,0.5,NA,NA,NA,NA,NA,16.6,9.9,115,175
"West Long Lake",1992,175,1992-06-23,1,NA,NA,NA,NA,NA,16.6,9.8,72,190
"West Long Lake",1992,175,1992-06-23,2,NA,NA,NA,NA,NA,16.5,9.5,32,195
"West Long Lake",1992,175,1992-06-23,2.5,NA,NA,NA,NA,NA,16.5,9.9,23,195
"West Long Lake",1992,175,1992-06-23,3,NA,NA,NA,NA,NA,15.4,9.7,16,190
"West Long Lake",1992,175,1992-06-23,3.5,NA,NA,NA,NA,NA,13.8,10.6,10.5,190
"West Long Lake",1992,175,1992-06-23,4,NA,NA,NA,NA,NA,10.3,9.2,6.9,190
"West Long Lake",1992,175,1992-06-23,4.5,NA,NA,NA,NA,NA,8.2,3.4,3.8,185
"West Long Lake",1992,175,1992-06-23,5,NA,NA,NA,NA,NA,7,0.7,2.1,185
"West Long Lake",1992,175,1992-06-23,5.5,NA,NA,NA,NA,NA,5.9,0.7,1,185
"West Long Lake",1992,175,1992-06-23,6,NA,NA,NA,NA,NA,5.8,0.7,NA,NA
"West Long Lake",1992,175,1992-06-23,6.5,NA,NA,NA,NA,NA,5.2,0.6,NA,NA
"West Long Lake",1992,175,1992-06-23,7,NA,NA,NA,NA,NA,5.2,0.5,NA,NA
"West Long Lake",1992,175,1992-06-23,8,NA,NA,NA,NA,NA,5.2,0.5,NA,NA
"West Long Lake",1992,175,1992-06-23,9,NA,NA,NA,NA,NA,5.1,0.5,NA,NA
"West Long Lake",1992,175,1992-06-23,10,NA,NA,NA,NA,NA,5.1,0.5,NA,NA
"West Long Lake",1992,175,1992-06-23,11,NA,NA,NA,NA,NA,5.1,0.5,NA,NA
"Peter Lake",1992,176,1992-06-24,0.25,NA,NA,NA,NA,NA,NA,NA,230,245
"Peter Lake",1992,176,1992-06-24,0.5,NA,NA,NA,NA,NA,16,10.1,185,250
"Peter Lake",1992,176,1992-06-24,0.75,NA,NA,NA,NA,NA,NA,NA,154,255
"Peter Lake",1992,176,1992-06-24,1,NA,NA,NA,NA,NA,16,10,125,260
"Peter Lake",1992,176,1992-06-24,1.5,NA,NA,NA,NA,NA,16,10,93,267
"Peter Lake",1992,176,1992-06-24,2,NA,NA,NA,NA,NA,16,10,70,274
"Peter Lake",1992,176,1992-06-24,2.5,NA,NA,NA,NA,NA,16,9.9,54,281
"Peter Lake",1992,176,1992-06-24,3,NA,NA,NA,NA,NA,16,9.9,43,288
"Peter Lake",1992,176,1992-06-24,4,NA,NA,NA,NA,NA,11.6,13.7,27.5,302
"Peter Lake",1992,176,1992-06-24,4.5,NA,NA,NA,NA,NA,9.7,13.7,21.9,309
"Peter Lake",1992,176,1992-06-24,5.5,NA,NA,NA,NA,NA,7.2,14.3,12.7,323
"Peter Lake",1992,176,1992-06-24,6,NA,NA,NA,NA,NA,6.3,11.7,9.3,330
"Peter Lake",1992,176,1992-06-24,6.5,NA,NA,NA,NA,NA,5.8,7.3,6.5,337
"Peter Lake",1992,176,1992-06-24,7,NA,NA,NA,NA,NA,5.3,3.5,4.6,344
"Peter Lake",1992,176,1992-06-24,8,NA,NA,NA,NA,NA,4.8,1.5,3.1,344
"Peter Lake",1992,176,1992-06-24,9,NA,NA,NA,NA,NA,4.6,1.1,2.2,350
"Peter Lake",1992,176,1992-06-24,10,NA,NA,NA,NA,NA,4.5,0.8,NA,NA
"Peter Lake",1992,176,1992-06-24,11,NA,NA,NA,NA,NA,4.4,0.8,NA,NA
"Paul Lake",1992,177,1992-06-25,0,NA,NA,NA,NA,NA,15.7,9.5,213,187.5
"Paul Lake",1992,177,1992-06-25,0.25,NA,NA,NA,NA,NA,NA,NA,168,187.5
"Paul Lake",1992,177,1992-06-25,0.5,NA,NA,NA,NA,NA,15.7,9.5,132,187.5
"Paul Lake",1992,177,1992-06-25,0.75,NA,NA,NA,NA,NA,NA,NA,102,187.5
"Paul Lake",1992,177,1992-06-25,1,NA,NA,NA,NA,NA,15.7,9.4,80,186
"Paul Lake",1992,177,1992-06-25,1.5,NA,NA,NA,NA,NA,15.7,9.5,51,186
"Paul Lake",1992,177,1992-06-25,2,NA,NA,NA,NA,NA,15.7,9.5,35,186
"Paul Lake",1992,177,1992-06-25,2.5,NA,NA,NA,NA,NA,15.6,9.4,24.3,186
"Paul Lake",1992,177,1992-06-25,3,NA,NA,NA,NA,NA,15.5,9.2,16.8,186
"Paul Lake",1992,177,1992-06-25,3.5,NA,NA,NA,NA,NA,13.8,11.7,11.4,186
"Paul Lake",1992,177,1992-06-25,4,NA,NA,NA,NA,NA,11.3,12.6,7.9,186
"Paul Lake",1992,177,1992-06-25,4.5,NA,NA,NA,NA,NA,9.4,12.3,5.6,186
"Paul Lake",1992,177,1992-06-25,5,NA,NA,NA,NA,NA,8,8.8,3.7,186
"Paul Lake",1992,177,1992-06-25,5.5,NA,NA,NA,NA,NA,7.1,4,2.2,186
"Paul Lake",1992,177,1992-06-25,6,NA,NA,NA,NA,NA,6.3,1,1.3,156
"Paul Lake",1992,177,1992-06-25,6.5,NA,NA,NA,NA,NA,5.7,0.8,NA,NA
"Paul Lake",1992,177,1992-06-25,7,NA,NA,NA,NA,NA,5.4,0.7,NA,NA
"Paul Lake",1992,177,1992-06-25,8,NA,NA,NA,NA,NA,5,0.7,NA,NA
"Paul Lake",1992,177,1992-06-25,9,NA,NA,NA,NA,NA,4.9,0.7,NA,NA
"East Long Lake",1992,181,1992-06-29,0.5,NA,NA,NA,NA,NA,17.5,9.8,160,500
"East Long Lake",1992,181,1992-06-29,0.75,NA,NA,NA,NA,NA,NA,NA,100,420
"East Long Lake",1992,181,1992-06-29,1,NA,NA,NA,NA,NA,17.4,9.8,60,420
"East Long Lake",1992,181,1992-06-29,1.5,NA,NA,NA,NA,NA,17.3,9.7,25,420
"East Long Lake",1992,181,1992-06-29,2,NA,NA,NA,NA,NA,15.3,9.5,13,420
"East Long Lake",1992,181,1992-06-29,2.5,NA,NA,NA,NA,NA,12.5,4.6,5.5,460
"East Long Lake",1992,181,1992-06-29,3,NA,NA,NA,NA,NA,9.6,1.1,2.7,440
"East Long Lake",1992,181,1992-06-29,3.5,NA,NA,NA,NA,NA,7.1,0.6,NA,NA
"East Long Lake",1992,181,1992-06-29,4,NA,NA,NA,NA,NA,6.3,0.6,NA,NA
"East Long Lake",1992,181,1992-06-29,4.5,NA,NA,NA,NA,NA,6,0.6,NA,NA
"East Long Lake",1992,181,1992-06-29,5,NA,NA,NA,NA,NA,5.4,0.6,NA,NA
"East Long Lake",1992,181,1992-06-29,5.5,NA,NA,NA,NA,NA,5.2,0.6,NA,NA
"East Long Lake",1992,181,1992-06-29,6,NA,NA,NA,NA,NA,4.8,0.6,NA,NA
"East Long Lake",1992,181,1992-06-29,6.5,NA,NA,NA,NA,NA,4.5,0.6,NA,NA
"East Long Lake",1992,181,1992-06-29,7,NA,NA,NA,NA,NA,4.5,0.6,NA,NA
"East Long Lake",1992,181,1992-06-29,8,NA,NA,NA,NA,NA,4.5,0.6,NA,NA
"East Long Lake",1992,181,1992-06-29,9,NA,NA,NA,NA,NA,4.5,0.6,NA,NA
"East Long Lake",1992,181,1992-06-29,10,NA,NA,NA,NA,NA,4.4,0.6,NA,NA
"East Long Lake",1992,181,1992-06-29,11,NA,NA,NA,NA,NA,4.4,0.6,NA,NA
"West Long Lake",1992,182,1992-06-30,0.25,NA,NA,NA,NA,NA,NA,NA,1100,1150
"West Long Lake",1992,182,1992-06-30,0.5,NA,NA,NA,NA,NA,18.6,10.2,870,1150
"West Long Lake",1992,182,1992-06-30,0.75,NA,NA,NA,NA,NA,NA,NA,660,1150
"West Long Lake",1992,182,1992-06-30,1,NA,NA,NA,NA,NA,18.2,9.7,560,1150
"West Long Lake",1992,182,1992-06-30,1.5,NA,NA,NA,NA,NA,18.1,10.1,360,1150
"West Long Lake",1992,182,1992-06-30,2,NA,NA,NA,NA,NA,17.9,10.1,250,1150
"West Long Lake",1992,182,1992-06-30,2.5,NA,NA,NA,NA,NA,16.5,10.7,160,1150
"West Long Lake",1992,182,1992-06-30,3,NA,NA,NA,NA,NA,15.3,10.5,105,1150
"West Long Lake",1992,182,1992-06-30,3.5,NA,NA,NA,NA,NA,13.9,9.9,72,1150
"West Long Lake",1992,182,1992-06-30,4,NA,NA,NA,NA,NA,11.6,7,42,1150
"West Long Lake",1992,182,1992-06-30,4.5,NA,NA,NA,NA,NA,7.8,1,23,1150
"West Long Lake",1992,182,1992-06-30,5,NA,NA,NA,NA,NA,6.9,0.7,11,1200
"West Long Lake",1992,182,1992-06-30,5.5,NA,NA,NA,NA,NA,6.2,0.6,NA,NA
"West Long Lake",1992,182,1992-06-30,6,NA,NA,NA,NA,NA,5.8,0.6,NA,NA
"West Long Lake",1992,182,1992-06-30,6.5,NA,NA,NA,NA,NA,5.5,0.6,NA,NA
"West Long Lake",1992,182,1992-06-30,7,NA,NA,NA,NA,NA,5.4,0.6,NA,NA
"West Long Lake",1992,182,1992-06-30,8,NA,NA,NA,NA,NA,5.3,0.6,NA,NA
"West Long Lake",1992,182,1992-06-30,9,NA,NA,NA,NA,NA,5.2,0.6,NA,NA
"West Long Lake",1992,182,1992-06-30,10,NA,NA,NA,NA,NA,5.2,0.6,NA,NA
"West Long Lake",1992,182,1992-06-30,11,NA,NA,NA,NA,NA,5.2,0.6,NA,NA
"Peter Lake",1992,183,1992-07-01,0.25,NA,NA,NA,NA,NA,NA,NA,150,170
"Peter Lake",1992,183,1992-07-01,0.5,NA,NA,NA,NA,NA,17.9,9.9,120,160
"Peter Lake",1992,183,1992-07-01,0.75,NA,NA,NA,NA,NA,NA,NA,90,150
"Peter Lake",1992,183,1992-07-01,1,NA,NA,NA,NA,NA,17.9,9.8,60,125
"Peter Lake",1992,183,1992-07-01,1.5,NA,NA,NA,NA,NA,17.9,9.9,43,120
"Peter Lake",1992,183,1992-07-01,2,NA,NA,NA,NA,NA,17.5,10.1,26,110
"Peter Lake",1992,183,1992-07-01,2.5,NA,NA,NA,NA,NA,16.7,10.2,19,97
"Peter Lake",1992,183,1992-07-01,3,NA,NA,NA,NA,NA,16.4,10.2,14.5,96
"Peter Lake",1992,183,1992-07-01,3.5,NA,NA,NA,NA,NA,15.6,10.3,10.5,94
"Peter Lake",1992,183,1992-07-01,4,NA,NA,NA,NA,NA,13.1,13.3,8.2,89
"Peter Lake",1992,183,1992-07-01,4.5,NA,NA,NA,NA,NA,11.3,13.9,6.1,89
"Peter Lake",1992,183,1992-07-01,5,NA,NA,NA,NA,NA,9.1,14.1,4.8,88
"Peter Lake",1992,183,1992-07-01,5.5,NA,NA,NA,NA,NA,7.2,14,3.4,87
"Peter Lake",1992,183,1992-07-01,6,NA,NA,NA,NA,NA,6.4,13.5,2.5,86
"Peter Lake",1992,183,1992-07-01,6.5,NA,NA,NA,NA,NA,5.9,7.1,1.9,90
"Peter Lake",1992,183,1992-07-01,7,NA,NA,NA,NA,NA,5.5,4.2,1.3,92
"Peter Lake",1992,183,1992-07-01,8,NA,NA,NA,NA,NA,5.1,1.4,NA,NA
"Peter Lake",1992,183,1992-07-01,9,NA,NA,NA,NA,NA,4.7,0.9,NA,NA
"Peter Lake",1992,183,1992-07-01,10,NA,NA,NA,NA,NA,4.5,0.8,NA,NA
"Peter Lake",1992,183,1992-07-01,11,NA,NA,NA,NA,NA,4.5,0.7,NA,NA
"Paul Lake",1992,184,1992-07-02,0,NA,NA,NA,NA,NA,16.1,9.8,258,130
"Paul Lake",1992,184,1992-07-02,0.25,NA,NA,NA,NA,NA,NA,NA,201,130
"Paul Lake",1992,184,1992-07-02,0.5,NA,NA,NA,NA,NA,16.1,9.7,150,130
"Paul Lake",1992,184,1992-07-02,0.75,NA,NA,NA,NA,NA,NA,NA,111,130
"Paul Lake",1992,184,1992-07-02,1,NA,NA,NA,NA,NA,16.1,9.6,91,130
"Paul Lake",1992,184,1992-07-02,1.5,NA,NA,NA,NA,NA,16.1,9.5,61,130
"Paul Lake",1992,184,1992-07-02,2,NA,NA,NA,NA,NA,16.1,9.5,41,130
"Paul Lake",1992,184,1992-07-02,2.5,NA,NA,NA,NA,NA,16,9.5,27.3,130
"Paul Lake",1992,184,1992-07-02,3,NA,NA,NA,NA,NA,15.8,9.5,18,130
"Paul Lake",1992,184,1992-07-02,3.5,NA,NA,NA,NA,NA,14.9,9.4,12,130
"Paul Lake",1992,184,1992-07-02,4,NA,NA,NA,NA,NA,12.4,11.6,8.5,130
"Paul Lake",1992,184,1992-07-02,4.5,NA,NA,NA,NA,NA,10.7,12,5.4,130
"Paul Lake",1992,184,1992-07-02,5,NA,NA,NA,NA,NA,8.7,8.5,3.4,130
"Paul Lake",1992,184,1992-07-02,5.5,NA,NA,NA,NA,NA,7.4,2.8,2.1,130
"Paul Lake",1992,184,1992-07-02,6,NA,NA,NA,NA,NA,6.5,1.5,NA,NA
"Paul Lake",1992,184,1992-07-02,6.5,NA,NA,NA,NA,NA,6,1.1,NA,NA
"Paul Lake",1992,184,1992-07-02,7,NA,NA,NA,NA,NA,5.5,0.9,NA,NA
"Paul Lake",1992,184,1992-07-02,8,NA,NA,NA,NA,NA,5.4,0.8,NA,NA
"Paul Lake",1992,184,1992-07-02,9,NA,NA,NA,NA,NA,5,0.8,NA,NA
"East Long Lake",1992,188,1992-07-06,0.5,NA,NA,NA,NA,NA,15.5,10.8,310,990
"East Long Lake",1992,188,1992-07-06,0.75,NA,NA,NA,NA,NA,NA,NA,190,990
"East Long Lake",1992,188,1992-07-06,1.5,NA,NA,NA,NA,NA,14.6,9.9,40,990
"East Long Lake",1992,188,1992-07-06,2,NA,NA,NA,NA,NA,14.4,9.7,17.5,990
"East Long Lake",1992,188,1992-07-06,2.5,NA,NA,NA,NA,NA,13.9,9.3,7.2,990
"East Long Lake",1992,188,1992-07-06,3,NA,NA,NA,NA,NA,13.6,7.8,NA,NA
"East Long Lake",1992,188,1992-07-06,3.5,NA,NA,NA,NA,NA,8.3,1.2,NA,NA
"East Long Lake",1992,188,1992-07-06,4,NA,NA,NA,NA,NA,7.1,0.8,NA,NA
"East Long Lake",1992,188,1992-07-06,4.5,NA,NA,NA,NA,NA,6.4,0.7,NA,NA
"East Long Lake",1992,188,1992-07-06,5,NA,NA,NA,NA,NA,6,0.7,NA,NA
"East Long Lake",1992,188,1992-07-06,5.5,NA,NA,NA,NA,NA,5.4,0.7,NA,NA
"East Long Lake",1992,188,1992-07-06,6,NA,NA,NA,NA,NA,5.2,0.7,NA,NA
"East Long Lake",1992,188,1992-07-06,6.5,NA,NA,NA,NA,NA,5.1,0.7,NA,NA
"East Long Lake",1992,188,1992-07-06,7,NA,NA,NA,NA,NA,4.9,0.7,NA,NA
"East Long Lake",1992,188,1992-07-06,8,NA,NA,NA,NA,NA,4.6,0.7,NA,NA
"East Long Lake",1992,188,1992-07-06,9,NA,NA,NA,NA,NA,4.5,0.7,NA,NA
"East Long Lake",1992,188,1992-07-06,10,NA,NA,NA,NA,NA,4.5,0.7,NA,NA
"East Long Lake",1992,188,1992-07-06,11,NA,NA,NA,NA,NA,4.4,0.7,NA,NA
"West Long Lake",1992,189,1992-07-07,0.25,NA,NA,NA,NA,NA,NA,NA,280,300
"West Long Lake",1992,189,1992-07-07,0.5,NA,NA,NA,NA,NA,17.7,10.8,205,295
"West Long Lake",1992,189,1992-07-07,0.75,NA,NA,NA,NA,NA,NA,NA,150,280
